cluster_id,name,count,representative
0,CAN_BE_LEFT_IN,1,LEFT_IN
0,LEFT_IN,1,LEFT_IN
1,PLANTED_IN_MONTH_AFTER_SPECIFIC_DATE,1,PLANTED_IN_MONTH_AFTER_SPECIFIC_DATE
1,PLANTED_IN_month_after_specific_date,1,PLANTED_IN_MONTH_AFTER_SPECIFIC_DATE
2,AFFECTS_GROWTH,1,AFFECTS_GROWTH
2,AFFECTS_GROWTH_OF,1,AFFECTS_GROWTH
2,AFFECTS_THE_GROWTH_OF,1,AFFECTS_GROWTH
3,IS_PART_OF,5,IS_PART_OF
3,PART_OF,2,IS_PART_OF
4,IS_ORIGINATED_FROM,1,ORIGINATED_FROM
4,ORIGINATED_FROM,1,ORIGINATED_FROM
5,PROTECTED_FROM,6,PROTECTED_FROM
5,IS_PROTECTED_FROM,1,PROTECTED_FROM
6,GROWN_IN.SEASON,1,GROWN_IN.SEASON
6,GROWN_IN_SEASON,1,GROWN_IN.SEASON
7,ARE_SOWN_IN_MONTH,2,ARE_SOWN_IN_MONTH
7,IS_SOWN_IN_MONTH,1,ARE_SOWN_IN_MONTH
7,SOWN_IN_MONTH,1,ARE_SOWN_IN_MONTH
8, COMPARED_TO,1, COMPARED_TO
8,IS_COMPARED_TO,1, COMPARED_TO
9,IS_REPLACED_BY,3,REPLACED_BY
9,REPLACED_BY,3,REPLACED_BY
10,WINTER_CHERVIL_WITHSTANDS,1,WINTER_CHERVIL_WITHSTANDS
11,WORKS_AS,1,WORKS_AS
12,WINTER_CHERVIL_SOWN_IN,1,WINTER_CHERVIL_SOWN_IN
13,EQUIPPED_WITH,4,EQUIPPED_WITH
13,IS_EQUIPPED_WITH,1,EQUIPPED_WITH
14,WOODEN_WHEELBARROW_EQUIPPED_WITH_HANDLEBARS_AND_CROSSBARS_TO_TRANSPORT_MATERIALS,1,WOODEN_WHEELBARROW_EQUIPPED_WITH_HANDLEBARS_AND_CROSSBARS_TO_TRANSPORT_MATERIALS
15,GROWS_AT_HEIGHT,1,GROWS_AT_HEIGHT
15,GROWS_AT_HEIGHT_OF,1,GROWS_AT_HEIGHT
16,WATERING_SCHEDULED,1,WATERING_SCHEDULED
17,HARVESTED_IN,10,HARVESTED_IN
17,IS_HARVESTED_IN,2,HARVESTED_IN
18,USES_TO_PERFORM_ACTION,1,USES_TO_PERFORM_ACTION
19,WEDGES_REMOVED_TO_REMOVE_FRAMES_AT_NIGHT,1,WEDGES_REMOVED_TO_REMOVE_FRAMES_AT_NIGHT
20,WORKED_WITH,1,WORKED_WITH
21,WEATHER_IMPACTS_CROPS,1,WEATHER_IMPACTS_CROPS
22,WATERED_REGULARLY,2,WATERED_REGULARLY
23,WATERED_MORE_OFTEN_THAN,1,WATERED_MORE_OFTEN_THAN
24,WATERING_NECESSITY_DETERMINED_BY,1,WATERING_NECESSITY_DETERMINED_BY
25,WATERING_ESSENTIAL_FOR_VEGETABLE_GROWTH,1,WATERING_ESSENTIAL_FOR_VEGETABLE_GROWTH
26,WINTER_CHERVIL_HARVESTED_IN,1,WINTER_CHERVIL_HARVESTED_IN
27,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,1,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS
28,WEATHER_IMPACT,1,WEATHER_IMPACT
29,WATERED_BEFORE_PLANTING,1,WATERED_BEFORE_PLANTING
30,WATERED_WITH,4,WATERED_WITH
31,YIELDS_IN,1,YIELDS_IN
32,USED_TO_PREVENT,2,USED_TO_PREVENT
33,VARIETY_OF,1,VARIETY_OF
34,WATERCRESS_SORREL_RELATED_TO,1,WATERCRESS_SORREL_RELATED_TO
35,WEDGES_HOLD_FRAMES_OPEN_DURING_DAY,1,WEDGES_HOLD_FRAMES_OPEN_DURING_DAY
36,TRANSPLANTED_TO,2,TRANSPLANTED_TO
37,USES_FOR_WORK,1,USES_FOR_WORK
38,USEFULNESS_OF,1,USEFULNESS_OF
39,WATER_AMOUNT_APPLIED_AT_AREA_ON_DATE,1,WATER_AMOUNT_APPLIED_AT_AREA_ON_DATE
40,USED_ON,2,USED_ON
41,USED_TO_SEW,1,USED_TO_SEW
42,WATERED_IN_TIME_FRAME,2,WATERED_IN_TIME_FRAME
43,WAITED_UNTIL_PICKING_DATE,1,WAITED_UNTIL_PICKING_DATE
44,USED_DURING,1,USED_DURING
45,USED_TO_GROW,1,USED_TO_GROW
46,USES_TO_MAKE_MULCH,3,USES_TO_MAKE_MULCH
47,USES_MANURE_IN,1,USES_MANURE_IN
48,USES_WATERING_METHOD,1,USES_WATERING_METHOD
49,WATERED_IN_LAYERS,1,WATERED_IN_LAYERS
50,WARMED_BY,1,WARMED_BY
51,USED_IN_EQUIPMENT,2,USED_IN_EQUIPMENT
52,USES,2,USES
53,WATERED_AGAINST,1,WATERED_AGAINST
54,WATERED_WITH_COLD_WATER_FROM_WELLS,1,WATERED_WITH_COLD_WATER_FROM_WELLS
55,TOOL_USED_FOR_PLANTING,1,TOOL_USED_FOR_PLANTING
56,WATERED_DURING,1,WATERED_DURING
57,WATERED_IN,3,WATERED_IN
58,USE_EQUIPMENT_FOR_CROP_MANAGEMENT,1,USE_EQUIPMENT_FOR_CROP_MANAGEMENT
59,TRIGGERED_IN_CONDITIONS,1,TRIGGERED_IN_CONDITIONS
60,USES_AS_FERTILIZER,1,USES_AS_FERTILIZER
61,WATERED_AFTER_PLANTING,1,WATERED_AFTER_PLANTING
62,USED_IN_CONJUNCTION_WITH,9,USED_IN_CONJUNCTION_WITH
63,WATERED_ON,1,WATERED_ON
64,WATERED_BY,3,WATERED_BY
65,USED_IN,9,USED_IN
66,SUMMER_CROP,1,SUMMER_CROP
67,USED_WITH,19,USED_WITH
