cluster_id,representative,total_count,members
1,GROWN_IN,223,70
31,PLANTED_IN,176,44
6,AFFECTED_BY,123,25
10,USED_WITH,79,27
9,REQUIRES,54,31
86,HARVESTED_FROM,51,24
18,COVERED_WITH,50,12
29,LOCATED_IN,39,17
39,WATERED_WITH,35,23
75,PLANTED_IN_MONTH,33,18
21,HAS_GROWTH_STAGE,31,14
173,RELATED_TO,29,9
19,SOWN_IN,28,13
324,TREATED_WITH,26,5
129,CROP_TYPE,24,8
11,HAS_VARIETY,24,13
8,PROTECTED_FROM,21,14
26,MENTIONED_ALONGSIDE,20,6
63,CONTAINS,18,9
134,HAS_PLANTING_DATE,18,13
32,PLANTED_AFTER,16,6
43,SAME_SPECIES_AS,16,12
60,EQUIPPED_WITH,16,11
144,REPLACED_BY,15,10
95,IS_VARIETY_OF,15,5
27,ARE_TRANSPLANTED_INTO_NURSERY,14,10
14,IRRIGATION_METHOD,13,11
7,AFFECTS,13,11
44,FOLLOWS_LAYERS,12,6
47,HAS_DIFFERENT_CHARACTERISTICS_THAN,12,11
101,MADE_FROM,12,9
15,IS_TYPE_OF,11,2
5,SEED_CHARACTERISTIC,11,9
64,PEST_AFFECTED_BY,11,6
35,PICKED_AND_READY,11,9
88,REMOVED_FROM,10,7
205,PREFERRED_FOR,10,8
152,SOIL_TYPE_FOR_CROP,10,8
289,SOIL_CONDITION,9,9
96,PEST_AFFECTS_CROP,9,4
162,RAISED_ON,8,7
94,STORED_IN,8,3
298,AVAILABLE_IN,8,2
332,IS_PART_OF,8,3
36,EXPOSED_TO,8,8
66,PRUNED_AT,8,8
132,PRODUCES,8,5
167,PREPARED_IN,7,7
113,ARE_WARMED_UP_FROM_MONTH,7,6
71,MANNES_CONTAIN,7,2
41,CONTINUE_TO_BE_TRANSPLANTED,7,2
51,RECOMMENDED_FOR,7,6
107,SPACED_AT,7,7
87,PRACTICED_IN,7,6
61,PRICED_AT,6,2
2,USES_MANURE_IN,6,6
23,PLANTS_IN,6,6
204,CUT_AT,6,5
46,IS_NOT_GROWN,6,4
67,MIXED_WITH,6,3
126,PLANTED_UNDER_SPECIFIC_CONDITIONS,6,4
76,BELONGS_TO,6,5
16,SELECTED_FROM,6,6
68,COSTS,6,3
17,SUPPORTED_BY,6,4
22,HAS_TIME_TO_MATURITY,5,4
74,CARRIES,5,3
49,TEMPORAL_RELATIONSHIP,5,3
12,AFFECTED_BY_SNOW,5,5
3,NEW_CROP_AVAILABLE,5,2
185,-has_part-relationship,5,3
142,AUTHORED_BY,5,3
198,HAS_FRAME,5,5
240,FARMING_PRACTICE_RELATED,5,4
37,ARRANGED_IN,5,5
103,IS_GROWN_BY_MARKET_GARDENERS_IN_LOCATION,5,3
70,IS_NEEDED_TO_FERTILIZE,5,4
57,CAN_BE_TRANSPORTED_UNDER,4,3
73,SOIL_IMPROVED_WITH,4,4
77,USES_TO_MAKE_MULCH,4,2
20,WINTER_CHERVIL_SOWN_IN,4,4
130,GERMINATES_FOR,4,3
123,LESS_COMMON_THAN,4,4
153,SEED_PRODUCTION_PREREQUISITE,4,2
48,SUPERIOR_TO,4,3
168,INFECTS,4,4
81,SEASONAL_AVAILABILITY,4,2
133,IS_TOPPED_AT_STAGE,4,3
328,DIFFERS_IN_RUNNIG_FROM,4,1
147,SPLIT_INTO,4,4
40,MOVED_FROM,4,4
154,INTRODUCED_CROP_INTO_MARKET_GARDENING,4,2
28,SLOPED_TO_SOUTH,4,4
62,CARROT_IS_SOWN_IN,4,4
180,CAUSES_CONDITION,4,3
54,REMOVES,4,3
331, COMPARED_TO,3,3
145,HAS_ROOT,3,3
151,IMPROVED_WITH,3,3
118,HAVE_COMMON_PARTS,3,2
82,USED_TO_PREVENT,3,2
72,PRECEDES,3,3
105,STONED_WITH,3,3
30,CROP_ASSOCIATED_WITH_EQUIPMENT,3,3
212,MEASURED_BY,3,3
268,RESISTANT_TO,3,3
25,AFFECTED_BY_MELON_PRUNING,3,2
175,TIME_OF_HARVESTING_RELATIONSHIP,3,1
56,FRAMES_AREUSED_WITH_PEAS,3,3
83,GREENER_THAN,3,2
93,SHAPED_BY,3,3
243,DEVELOPED_BY,3,3
112,MADE_OF_STONEWARE_ALTERNATIVELY,3,3
166,PRONE_TO,3,2
203,COVERED_WITH_STRAW_MATS,3,3
34,REQUIRES_MANAGEMENT_IN_MONTH,3,3
69,OVERWINTERS_AT,3,3
92,CAN_BE_SOWN_FOR_BEDDING_OR_COASTAL_PLANTING,3,2
197,RENTS_AT,3,2
50,CONSISTS_OF,3,3
336,FED_BY,3,3
244,REQUIRES_REMOVAL_IN,3,3
355,BLANCHED_USING,2,1
149,AWARDED_BY,2,2
178,WORKS_AS,2,2
116,WEDGES_HOLD_FRAMES_OPEN_DURING_DAY,2,2
269,CAN_BE_SOLD_FROM,2,2
104,CLEANED_WITH,2,2
294,CLASSIFIED_UNDER,2,1
285,COMPANION_PLANT_FOR,2,1
191,COLLAR_SUNK_INTO_GROUND,2,1
109,PLANTED_AFTER_EMPTYING_LAYER,2,1
80,PROVIDED_WITH_WATER_FROM_MANURE,2,2
150,AVAILABLE_IN_ABUNDANCE,2,2
78,PULLED_OUT_AT,2,2
42,PLANTS_AT_LEAST_Apart,2,2
102,RECIPIENT_OF,2,2
161,PRUNE_AFTER_PLANTING,2,2
124,OCCURS_AFTER_TEMPORAL_EVENT,2,2
110,PROPAGATED_BY,2,2
148,PINK_RADISH_PRODUCTION_FROM,2,2
302,ASSOCIATED_WITH_SOIL_CONDITIONS,2,2
174,REQUIRES_REGULAR_CHECKS,2,2
188,RETAINS_GERMINATIVE_CAPACITY_FOR,2,2
218,LEFT_IN,2,2
45,BENEFITS_ACCESSIBILITY,2,2
234,BEARS_FRUIT_IN,2,2
339,MANURE_TYPE_COMPARISON,2,1
246,MADE_OF,2,1
52,MANAGED_BY,2,2
117,CAN_REACH_TEMPERATURE,2,2
38,LETTUCE_VARIETY_IS_RELATED_TO,2,2
305,DEGENERATES_EASILY,2,2
100,DEPICTS,2,2
207,PREFERRED_CROP_LOCATION,2,2
139,CULTIVATED_VARIETY,2,2
158,COVERS_SOIL_FOR,2,2
33,EDGE_WITH,2,2
206,IS_SHAKEN,2,2
84,PROMOTES,2,2
4,SEED_HARVESTING_METHOD,2,2
121,NOT_USED_FOR,2,2
53,CROP_GRAFTING,2,2
