cluster_id,representative,total_count,members
0,PLANTED_IN,1646,841
3,REPLACED_BY,55,47
10,HAS_GROWTH_STAGE,39,21
38,REMOVED_FROM,36,31
8,PREFERRED_FOR,34,31
18,CONTINUE_TO_BE_TRANSPLANTED,32,23
16,PRICED_AT,21,11
12,-has_part-relationship,19,13
36,AVAILABLE_IN,19,11
5,USES_TO_MAKE_MULCH,18,14
2,IS_NOT_GROWN,14,12
24,INTRODUCED_CROP_INTO_MARKET_GARDENING,11,7
26,GERMINATES_FOR,10,9
14,LEFT_IN,8,8
35,MANNES_CONTAIN,7,2
30,BEARS_FRUIT_IN,7,7
4,IS_A_NATIVE_OF,6,6
17,HAS_TIMBER_SUPPORTS,5,5
9,BLANCHED_USING,5,4
6,RECIPIENT_OF,5,5
19,DIFFERS_IN_RUNNIG_FROM,4,1
1,COSTS_ASSOCIATED_WITH_EQUIPMENT,4,3
20,WINTER_CHERVIL_SOWN_IN,4,4
22,AFFECTED_BY_COMPETITION_FROM_OUTSIDE_REGION,3,3
7,JUNE_ASSOCIATED_EVENT,3,3
37,LETTUCE_NEVER_REPLACED,3,3
13,RADISH_GROWN_AND_WATERED,3,3
25,LEAD_PIPE_MADE_OF,3,3
15,PEST_FEAR_HEAT,2,2
23,COLLAR_SUNK_INTO_GROUND,2,1
29,BELL_MARKED_AT,2,2
11,FOUNDED_PRIZE,2,2
28,LONG_BEFORE_RIPENING_ON_VINE,2,2
39,CABBAGE_POMMENT_AGE,1,1
21,GEUREA_FAMILY_CONTAINS,1,1
33,PERSIL_IS_SUBTYPE_OF,1,1
31,MORE_SUCCESSFUL_IN_OCTOBER_THAN_SPRING,1,1
32,RARELY_MARRY_OUTSIDE_OF,1,1
34,WATERCRESS_SORREL_RELATED_TO,1,1
27,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,1,1
