cluster_id,representative,total_count,members
8,PLANTED_IN,566,205
10,AFFECTED_BY,147,43
5,USED_WITH,112,53
39,REQUIRES,72,46
32,MENTIONED_ALONGSIDE,69,31
12,LOCATED_IN,68,36
75,COVERED_WITH,55,17
0,WATERED_WITH,47,35
35,HAS_VARIETY,45,27
71,CROP_TYPE,35,16
21,HAS_GROWTH_STAGE,31,14
77,PEST_AFFECTS_CROP,30,22
118,TREATED_WITH,28,7
30,IRRIGATION_METHOD,25,22
37,PROTECTED_FROM,24,17
152,CONTINUE_TO_BE_TRANSPLANTED,23,14
36,CONTAINS,22,13
124,SOIL_TYPE_FOR_CROP,21,19
52,SUPERIOR_TO,20,18
16,ARE_WARMED_UP_FROM_MONTH,20,19
72,PICKED_AND_READY,18,16
29,REPLACED_BY,18,13
38,RAISED_ON,17,15
40,SAME_SPECIES_AS,17,13
1,CUT_AT,17,16
45,IS_VARIETY_OF,16,6
51,REMOVED_FROM,16,12
17,MADE_FROM,15,12
11,PRICED_AT,14,6
62,PREFERRED_FOR,12,10
44,FOLLOWS_LAYERS,12,6
48,SEED_CHARACTERISTIC,12,10
19,MANURE_TYPE_COMPARISON,12,10
15,IS_TYPE_OF,12,3
74,SPACED_AT,11,11
76,GREENER_THAN,10,9
7,INTRODUCED_CROP_INTO_MARKET_GARDENING,10,6
14,IS_NOT_GROWN,10,8
114,AVAILABLE_IN,10,4
2,RECOMMENDED_FOR,9,8
23,PRODUCES,9,6
58,CARRIES,9,6
64,OVERWINTERS_AT,8,8
60,TIME_OF_HARVESTING_RELATIONSHIP,8,4
22,SELECTED_FROM,7,7
3,SLIDE_AGAINST,7,7
78,BURIED_WITH,7,7
9,-has_part-relationship,7,5
34,SEASONAL_AVAILABILITY,7,5
49,HAS_FRAME,7,7
144,MANNES_CONTAIN,7,2
33,TURNS_THE,6,6
26,HAS_TIME_TO_MATURITY,6,5
56,USES_TO_MAKE_MULCH,5,3
93,FRAMES_AREUSED_WITH_PEAS,5,5
63,PRONE_TO,5,4
134,GERMINATES_FOR,5,4
110,RESISTANT_TO,4,4
27,LAYERED_WITHIN,4,4
25,HAS_SEED_LENGTH,4,4
41,WINTER_CHERVIL_SOWN_IN,4,4
42,PRECEDES,4,4
151,SPREAD_OVER,4,4
150,MEASURED_BY,4,4
66,KNOWN_AS,4,4
126,CARROT_IS_SOWN_IN,4,4
81,DIFFERS_IN_RUNNIG_FROM,4,1
50,TRIGGERED_IN_CONDITIONS,3,3
65,LEFT_IN,3,3
57,CHECKED_FOR,3,3
31,COMPETES_WITH,3,3
53,COSTS_ASSOCIATED_WITH_EQUIPMENT,3,2
46,AFFECTED_BY_COMPETITION_FROM_OUTSIDE_REGION,3,3
125,HAS_TIMBER_SUPPORTS,3,3
20,REACHES_LENGTH_OF,3,3
103,LEAD_PIPE_MADE_OF,3,3
132,DEPICTS,3,3
73,DEPANELLED_AT,3,3
148,RETAINS_GERMINATIVE_CAPACITY_FOR,3,3
98,RENTS_AT,3,2
55,RADISH_GROWN_AND_WATERED,3,3
121,BLANCHED_USING,3,2
47,COOLING_LOCATION,3,3
82,CAN_BE_SOLD_FROM,3,3
61,RESULTS_IN,2,2
13,HANDLED_BY_SPECIFIC_GROUP_OF_PEOPLE,2,2
18,OCCUPIES_FIELD_FOR,2,2
80,BASED_ON_PROGRAM_OF,2,2
116,BEARS_FRUIT_IN,2,2
108,THINNING_METHOD,2,2
28,TAKES_TIME_TO_BECOME_FERTILE_AND_EASY_TO_CULTIVATE,2,2
92,BENEFITS_ACCESSIBILITY,2,2
68,EDGE_WITH,2,2
69,CULTIVATED_VARIETY,2,2
59,BELL_MARKED_AT,2,2
54,COIFFES_IN_MONTH,2,2
106,GROWTH_RESTRICTED_IN,2,2
142,COMPANION_PLANT_FOR,2,1
95,COLLAR_SUNK_INTO_GROUND,2,1
140,HAS_COSTLY_FEEDING_PRACTICE,2,1
4,SEED_SOURCES,2,2
6,PLANT_RETRANSPORTED_TO_BOARD,2,2
147,IS_DIFFICULT_TO_DETERMINE_FOR,2,1
117,LONG_BEFORE_RIPENING_ON_VINE,2,2
138,SPROUTS_IN,2,2
96,PEOPLE_RELATIONSHIP_WORK_ALLOCATION,2,2
102,RECIPIENT_OF,2,2
101,JUNE_ASSOCIATED_EVENT,2,2
84,IS_A_NATIVE_OF,2,2
155,LETTUCE_VARIETY_IS_RELATED_TO,2,2
104,HAS_PULLEY,2,2
24,DEEPENED,2,2
79,SEED_HARVESTING_METHOD,2,2
105,HAD_COMPETITION_OPEN,2,2
115,ASSOCIATED_WITH_GARDENS_IN_PARIS,1,1
107,AFFECTED_BY_POLICE_BAN,1,1
157,AIMED_AT_PRODUCING_MANUAL_FOR,1,1
91,ESTABLISHED_IN,1,1
