cluster_id,representative,total_count,members
400,PLANTED_IN,100,1
557,GROWN_IN,81,1
1130,AFFECTED_BY,75,1
1124,COVERED_WITH,37,1
464,GROWS_IN,29,1
107,TREATED_WITH,20,1
67,USED_WITH,19,1
452,REQUIRES,18,1
487,MENTIONED_ALONGSIDE,15,1
240,RELATED_TO,13,1
1004,HARVESTED_FROM,13,1
17,HARVESTED_IN,12,2
1032,HAS_GROWTH_STAGE,12,1
243,PLANTED_WITH,12,1
842,LOCATED_IN,12,1
278,SOWN_IN,12,1
371,PLANTED_AFTER,10,1
253,USED_FOR,10,1
916,IS_VARIETY_OF,10,1
65,USED_IN,9,1
62,USED_IN_CONJUNCTION_WITH,9,1
838,GROWS_DURING,9,1
990,CONTAINS,9,1
324,IS_TYPE_OF,9,1
1022,PLANTED_IN_MONTH,8,1
564,IS_AFFECTED_BY,7,1
622,AFFECTED_BY_WEATHER_CONDITIONS,7,1
727,AVAILABLE_IN,7,1
3,IS_PART_OF,7,2
5,PROTECTED_FROM,7,2
524,HAS_VARIETY,6,1
517,PLANTED_AT,6,1
807,CONTINUE_TO_BE_TRANSPLANTED,6,1
9,REPLACED_BY,6,2
1042,GROWN_UNDER,6,1
466,PLACED_IN,6,1
247,USED_BY,6,1
651,CROP_TYPE,6,1
856,CROP_VARIETY,6,1
638,MANNES_CONTAIN,6,1
1096,HAS_COMPONENT,5,1
935,CULTIVATED_DURING,5,1
1074,HARVESTED_AT,5,1
1000,PLANTED_ON,5,1
972,ASSOCIATED_WITH,5,1
1106,AFFECTED_BY_WEATHER_CONDITION,5,1
1030,PEST_AFFECTED_BY,5,1
690,PEST_AFFECTS_CROP,5,1
1034,PLANTED_ALONGSIDE,5,1
418,STORED_IN,5,1
495,PRICED_AT,5,1
13,EQUIPPED_WITH,5,2
876,FOLLOWS_LAYERS,5,1
366,NEW_CROP_AVAILABLE,4,1
30,WATERED_WITH,4,1
391,PLANTED_UNDER,4,1
917,CROP_VARIETY_RELATED_TO_CROP,4,1
7,ARE_SOWN_IN_MONTH,4,3
1123,GROWTH_STAGE,4,1
503,RELATES_TO,4,1
399,MIXED_WITH,4,1
536,INTERPLANTED_WITH,4,1
159,PLACED_ON,4,1
658,DIFFERS_IN_RUNNIG_FROM,4,1
970,GROWN_ON,4,1
79,PLANTED_IN_NOVEMBER,4,1
314,IS_NOT_GROWN,3,1
196,REQUIRES_EQUIPMENT,3,1
87,TIME_OF_HARVESTING_RELATIONSHIP,3,1
1103,IS_GROWN_BY_MARKET_GARDENERS_IN_LOCATION,3,1
81,SUPPORTED_BY,3,1
908,PLANTED_DURING,3,1
70,TREATED_WITH_RELATIONSHIP,3,1
1118,CAN_BE_SOWN_IN,3,1
1002,GROWN_BY,3,1
318,PLANTED_IN_ROWS,3,1
282,IS_LOCATED_IN,3,1
218,REQUIRES_PROTECTION_FROM,3,1
1086,CAN_BE_AFFECTED_BY,3,1
878,FOLLOWED_BY,3,1
1066,CROP_VARIEGES,3,1
834,INTRODUCED_CROP_INTO_MARKET_GARDENING,3,1
505,GROWN_WITH,3,1
64,WATERED_BY,3,1
82,SEED_PRODUCTION_PREREQUISITE,3,1
2,AFFECTS_GROWTH,3,3
791,PLANTING_SCHEDULED_IN_MONTH_OF,3,1
739,AFFECTS,3,1
1098,AFFECTED_BY_WEATHER,3,1
911,DISEASE_AFFECTED_BY,3,1
57,WATERED_IN,3,1
46,USES_TO_MAKE_MULCH,3,1
500,SEED_CHARACTERISTIC,3,1
258,REMOVED_FROM,3,1
1056,HAS_PLANTING_DATE,3,1
1024,CULTIVATED_ON,3,1
367,PLANTED_UNDER_SPECIFIC_CONDITIONS,3,1
909,AUTHORED_BY,3,1
910,CULTIVATED,3,1
338,SAME_SPECIES_AS,3,1
413,GROWS_UNDER,3,1
436,REQUIRES_WATERING,3,1
765,-has_part-relationship,3,1
1131,ARE_TRANSPLANTED_INTO_NURSERY,3,1
401,PRODUCES,3,1
542,MADE_FROM,3,1
213,SEASONAL_AVAILABILITY,3,1
827,COSTS,2,1
610,HAVE_AVERAGE_COST_OF,2,1
709,COSTS_ASSOCIATED_WITH_EQUIPMENT,2,1
286,PREPARED_FOR_TRANSPLANTING,2,1
1070,COVERED_BY,2,1
630,IS_IMPACTED_BY,2,1
885,HAS_COST,2,1
1,PLANTED_IN_MONTH_AFTER_SPECIFIC_DATE,2,2
824,CONTAINS_VARIETIES,2,1
865,DISEASE_AFFECTS_CROP,2,1
984,CONTAINS_SPECIES,2,1
960,CONTAINS_SEEDS,2,1
1095,FOUND_IN,2,1
506,IS_NEEDED_TO_FERTILIZE,2,1
728,HAS_VALUE_BETWEEN,2,1
380,PREFERRED_OVER,2,1
552,HAS_TIME_TO_MATURITY,2,1
163,SUPERIOR_TO,2,1
814,HAVE_COMMON_PARTS,2,1
1041,CULTIVATED_AS,2,1
1054,CULTIVATED_AT,2,1
1010,CROP_VARIEIES,2,1
504,CULTIVATED_BY,2,1
493,SOWN_AT,2,1
901,IRRIGATION_METHOD,2,1
704,CULTIVATED_IN,2,1
323,SOWN_IN_GROUND_BEFORE_DATE,2,1
510,PRONE_TO,2,1
133,SOWED_IN,2,1
337,FARMING_PRACTICE_RELATED,2,1
615,CULTIVATED_UNTIL,2,1
1039,CROP_GROWN,2,1
4,ORIGINATED_FROM,2,2
772,HAS_DIFFERENT_CHARACTERISTICS_THAN,2,1
442,PLANTING_SCHEDULE,2,1
157,SOIL_TYPE_RELATIONSHIP,2,1
292,SOIL_TYPE_FOR_CROP,2,1
514,PLANTED_IN_SEASON,2,1
934,CUT_AT,2,1
1052,IS_COVERED_WITH,2,1
537,PRODUCES_SEEDS_WITH_SIMILAR_CHARACTERISTICS,2,1
220,PRODUCES_HEAD_IN,2,1
295,IS_DIFFICULT_TO_DETERMINE_FOR,2,1
565,HAS_COSTLY_FEEDING_PRACTICE,2,1
585,SIMILAR_TO,2,1
472,PLANTED_IN_PLACE,2,1
722,PRACTICED_IN,2,1
1048,CULTIVATED_USING,2,1
22,WATERED_REGULARLY,2,1
681,AFFECTED_BY_TEMPERATURE,2,1
116,RENTS_AT,2,1
1023,GROWN_AFTER,2,1
123,USED_TO_LOAD,2,1
711,BLANCHED_USING,2,1
42,WATERED_IN_TIME_FRAME,2,1
136,USED_AS_FERTILIZER,2,1
32,USED_TO_PREVENT,2,1
354,OTHER_VARIETY_OF,2,1
15,GROWS_AT_HEIGHT,2,2
52,USES,2,1
420,PLACED_ON_TOP_OF,2,1
394,RECOMMENDED_FOR,2,1
880,PLANTED_AFTER_EMPTYING_LAYER,2,1
455,GREENER_THAN,2,1
127,USES_EQUIPMENT,2,1
403,NEED_ATTENTION,2,1
677,ARE_SOWN_BETWEEN_DATES,2,1
597,ARE_SOWN_IN_MONTH_FOR_TRANSPORTATION,2,1
943,AFFECTED_BY_PEST_OR_DISEASE,2,1
987,MADE_OF,2,1
718,ARE_WARMED_UP_FROM_MONTH,2,1
894,GROWTH_STAGE_RELATED_TO_GROWTH_STAGE,2,1
143,USED_TO_PLANT_IN_CONVEX_LAYER_OF_MANURE,2,1
478,REMOVED_WITH,2,1
866,BELONGS_TO,2,1
388,REMOVES,2,1
267,PREFERRED_FOR,2,1
6,GROWN_IN.SEASON,2,2
521,GROWN_FROM,2,1
51,USED_IN_EQUIPMENT,2,1
88,USED_INSTEAD_OF,2,1
126,USED_FOR_WATERING,2,1
715,PICKED_AND_READY,2,1
781,AFFECTED_BY_MELON_PRUNING,2,1
589,CLASSIFIED_UNDER,2,1
962,GROWS_TO,2,1
277,IS_RELATED_TO,2,1
767,COLLAR_SUNK_INTO_GROUND,2,1
671,GERMINATES_FOR,2,1
40,USED_ON,2,1
1126,IS_PROTECTED_BY,2,1
571,COMPANION_PLANT_FOR,2,1
900,GROWTH_STAGE_OF,2,1
8, COMPARED_TO,2,2
219,TIME_PERIOD_ASSOCIATED_WITH,2,1
1026,PROTECTED_WITH,2,1
529,NEEDS,2,1
836,HARVEST_DATE,2,1
156,PLANTED_IN_FULL_SQUARES,2,1
122,TEMPORAL_RELATIONSHIP,2,1
91,USED_IN_PROCESS,2,1
810,GENERATED_FROM,2,1
0,LEFT_IN,2,2
223,PLANTED_BEFORE,2,1
1021,CAN_BE_SOWN_FOR_BEDDING_OR_COASTAL_PLANTING,2,1
888,CAN_BE_TRANSPORTED_UNDER,2,1
480,PLANTED_BY,2,1
670,IS_TOPPED_AT_STAGE,2,1
847,CARRIED_ON,2,1
921,CARRIES,2,1
