cluster_id,representative,total_count,members
2,PLANTED_IN,111,3
71,AFFECTED_BY,89,6
59,GROWN_IN,83,3
242,COVERED_WITH,39,2
14,HARVESTED_FROM,31,5
464,GROWS_IN,29,1
105,USED_WITH,28,2
24,USED_FOR,21,3
216,TREATED_WITH,20,1
12,RELATED_TO,19,3
37,HAS_GROWTH_STAGE,18,3
452,REQUIRES,18,1
61,SOWN_IN,18,4
68,LOCATED_IN,16,3
152,AFFECTED_BY_WEATHER_CONDITIONS,15,3
487,MENTIONED_ALONGSIDE,15,1
33,PLANTED_IN_MONTH,13,5
306,IS_VARIETY_OF,12,3
488,PLANTED_WITH,12,1
6,WATERED_WITH,11,4
371,PLANTED_AFTER,10,1
838,GROWS_DURING,9,1
34,GROWN_UNDER,9,2
324,IS_TYPE_OF,9,1
990,CONTAINS,9,1
20,PROTECTED_FROM,8,3
727,AVAILABLE_IN,7,1
118,HAS_COMPONENT,7,3
13,CULTIVATED_ON,7,3
65,IS_PART_OF,7,2
8,HAS_VARIETY,7,2
51,PEST_AFFECTED_BY,7,3
101,REPLACED_BY,7,3
109,ASSOCIATED_WITH,6,2
638,MANNES_CONTAIN,6,1
496,USED_BY,6,1
26,PLANTED_ALONGSIDE,6,2
466,PLACED_IN,6,1
856,CROP_VARIETY,6,1
150,STORED_IN,6,2
81,REQUIRES_WATERING,6,4
651,CROP_TYPE,6,1
807,CONTINUE_TO_BE_TRANSPLANTED,6,1
74,PLANTED_UNDER_SPECIFIC_CONDITIONS,5,3
495,PRICED_AT,5,1
876,FOLLOWS_LAYERS,5,1
114,EQUIPPED_WITH,5,2
935,CULTIVATED_DURING,5,1
690,PEST_AFFECTS_CROP,5,1
28,PROTECTED_WITH,5,3
332,TRANSPLANTED_TO,4,2
160,PLANTED_IN_NOVEMBER,4,1
7,GROWN_BY,4,2
159,PLACED_ON,4,1
970,GROWN_ON,4,1
784,PLANTED_UNDER,4,1
19,GROWN_WITH,4,2
117,CROP_VARIEGES,4,2
84,GROWS_AT_HEIGHT,4,4
116,MADE_FROM,4,2
917,CROP_VARIETY_RELATED_TO_CROP,4,1
39,PLANTED_IN_ROWS,4,2
38,HAS_PLANTING_DATE,4,2
399,MIXED_WITH,4,1
536,INTERPLANTED_WITH,4,1
366,NEW_CROP_AVAILABLE,4,1
21,REMOVED_FROM,4,2
17,REQUIRES_PROTECTION_FROM,4,2
658,DIFFERS_IN_RUNNIG_FROM,4,1
70,TREATED_WITH_RELATIONSHIP,3,1
82,ORIGINATED_IN,3,3
834,INTRODUCED_CROP_INTO_MARKET_GARDENING,3,1
739,AFFECTS,3,1
106,AFFECTS_GROWTH,3,3
10,CROP_VARIEIES,3,2
54,GROWTH_STAGE_TRANSITION,3,2
908,PLANTED_DURING,3,1
791,PLANTING_SCHEDULED_IN_MONTH_OF,3,1
910,CULTIVATED,3,1
60,PREFERRED_FOR,3,2
630,IS_NOT_GROWN,3,1
73,CROP_GROWN,3,2
56,GROWN_IN.SEASON,3,3
351,TIME_OF_HARVESTING_RELATIONSHIP,3,1
164,SUPPORTED_BY,3,1
41,COVERED_BY,3,2
64,PLANTED_IN_SEASON,3,2
765,-has_part-relationship,3,1
50,GROWN_FROM,3,2
878,FOLLOWED_BY,3,1
144,USED_AS_FERTILIZER,3,2
394,REQUIRES_EQUIPMENT,3,1
401,PRODUCES,3,1
428,SEASONAL_AVAILABILITY,3,1
166,PRONE_TO,3,2
3,RAISED_ON,3,2
500,SEED_CHARACTERISTIC,3,1
331,SEED_PRODUCTION_PREREQUISITE,3,1
1,PREFERRED_OVER,3,2
338,SAME_SPECIES_AS,3,1
23,GROWN_AFTER,3,2
29,CULTIVATED_USING,3,2
40,USED_FOR_WATERING,3,2
551,IS_GROWN_BY_MARKET_GARDENERS_IN_LOCATION,3,1
187,USES_TO_MAKE_MULCH,3,1
909,AUTHORED_BY,3,1
4,SPACED-apart,3,3
565,ARE_TRANSPLANTED_INTO_NURSERY,3,1
911,DISEASE_AFFECTED_BY,3,1
32,IS_NEEDED_TO_FERTILIZE,3,2
48,RENTS_AT,3,2
18,CULTIVATED_BY,3,2
89,FARMING_PRACTICE_RELATED,3,2
36,APPLIED_AT,3,3
163,DIFFERS_IN,2,2
52,SPACED_AT,2,2
30,COVERED_WITH_MANURE,2,2
15,FILLED_WITH_SOIL,2,2
0,EXPOSED_TO_AIR_AROUND,2,2
220,PRODUCES_HEAD_IN,2,1
268,PRODUCES_SEEDS_WITH_SIMILAR_CHARACTERISTICS,2,1
