cluster_id,representative,total_count,members
90,PLANTED_IN,85,2
68,AFFECTED_BY,69,2
30,GROWN_IN,58,2
43,GROWS_IN,29,2
672,COVERED_WITH,24,1
40,IS_HARVESTED_IN,16,2
71,TREATED_WITH,14,2
9,RELATES_TO,12,3
31,AFFECTED_BY_WEATHER_CONDITIONS,11,5
4,HARVESTED_IN,11,4
37,LOCATED_IN,11,5
39,GROWN_UNDER,10,2
181,USED_FOR,10,2
12,HAS_GROWTH_STAGE,9,3
25,IS_TYPE_OF,9,2
6,PROTECTED_FROM,9,3
137,TRANSPLANTED_TO,9,3
26,WATERED_BY,8,4
13,CROP_VARIETY,8,2
446,CONTAINS,7,1
14,IS_COVERED_WITH,7,3
11,PEST_AFFECTED_BY,7,3
86,AFFECTED_BY_PEST_OR_DISEASE,7,2
85,SOWN_IN,7,2
16,MADE_OF,7,4
354,USES_EQUIPMENT,7,1
295,PLANTED_AFTER,6,1
328,IS_VARIETY_OF,6,1
611,CROP_PLANTING_RELATIONSHIP,6,1
129,DIFFERS_FROM,6,2
51,IS_FILLED_WITH,6,2
72,VARIETY_OF,6,1
156,USED_WITH,6,1
56,PLANTED_IN_ROWS,6,2
69,HAS_PART,6,2
34,HAS_VARIETY,6,2
657,AFFECTED_BY_RELATIONSHIP,6,1
92,IS_PROTECTED_BY,6,2
0,PLANTED_AT,5,2
21,GROWS,5,2
162,USES,5,1
665,EQUIPPED_WITH,5,1
46,CULTIVATED_IN,5,2
222,USED_IN,5,2
7,CROP_VARIEGY,5,2
20,SOWN_ON,5,3
67,CONSISTS_OF,5,4
307,PEST_AFFECTS_CROP,5,1
674,IS_PLANTED_IN,5,1
276,STORED_IN,5,2
704,CAUSES_DAMAGE_TO,4,1
720,FLOWED_THROUGH,4,1
730,SOWN_AT,4,1
374,USED_BY,4,1
64,PART_OF,4,2
287,PLACED_ON,4,1
27,PLANTED_WITH,4,2
87,REQUIRES_WATERING,4,2
66,AFFECTED_BY_SEASON,4,4
2,USED_AS_FERTILIZER,4,3
36,CULTIVATED_AT,4,2
385,CROP_GROWTH_STAGE_RELATIONSHIP,4,1
17,SIMILAR_TO,4,2
516,PLANTED_IN_MONTH,4,1
604,CROP_TYPE,4,1
41,CULTIVATED_USING,4,2
176,ASSOCIATED_WITH,4,2
93,WATERED_WITH,4,1
1,HAS_CHARACTERISTICS,4,2
250,PLANTED_IN_SEASON,3,1
527,MIXED_WITH,3,1
45,SEED_COLLECTION_METHOD,3,2
509,COLOCATED_WITH,3,1
112,SEED_HARVESTED_FROM,3,1
392,INVOLVES_OPERATION,3,1
338,PLANTED_IN_AUTUMN,3,1
62,PREPARATION_REQUIRES,3,2
80,CONNECTED_TO,3,2
235,PLANTED_ON_DATE,3,1
728,EXPOSED_TO,3,1
32,ARE_RELATED_TO,3,2
74,TRANSPLANTED_UNDER,3,1
322,PLANTED_UNDER,3,1
582,HAS_COST,3,1
10,AFFECTED_BY_TEMPERATURE,3,2
350,GROWN_ON,3,1
686,REPLACED_WITH_REAL_RELATION_TYPE,3,1
353,PLANTED_IN_POTTING_SOIL,3,1
375,PLACED_IN,3,1
110,GROWN_FROM,3,2
103,GROWN_AT_LOCATION,3,2
342,REQUIRES,3,1
685,CULTIVATED_DURING,3,1
420,AFFECTS_GROWTH_OF,3,1
42,CROP_GROWN,3,2
618,FRAME_SUPPORTS,3,1
616,CAUSED_BY,3,1
194,MATURITY_TIME_IN_MONTHS,3,1
263,RELATIONSHIP_TYPE_TREATED_WITH,2,1
169,SPREAD_WITH,2,1
53,PICKED_FROM,2,2
579,IS_NEEDED_TO_MAINTAIN_SOIL_FERTILITY,2,1
689,CULTIVATED,2,1
718,IS_NEEDED_TO_FERTILIZE,2,1
405,IS_PRIZED_FOR_EARLINESS,2,1
138,HARVESTED_IN_MONTH,2,2
473,RELATIONSHIP_TYPE_AFFECTED_BY,2,1
472,CUT_ABOVE_LEAF,2,1
599,AFFECTED_BY_SOIL_TYPE,2,1
693,HARVESTED_DURING,2,1
38,HARVESTED_BEFORE,2,2
15,PLANTING_METHOD_ALTERNATIVE,2,2
393,CULTIVATED_VARIETY,2,1
182,HARVESTED,2,2
23,PLANTED_NEAR,2,2
622,GROWS_DURING,2,1
35,PLANTING_DATE,2,2
83,GROWN_WITH,2,2
566,GROWN_IN_SEQUENCE,2,1
551,HAS_SEEDS_WITH_COLOR_TENDING_TO_BRICK,2,1
197,REQUIRES_MORE_HUMAN_RESOURCES_THAN,2,1
500,PROTECTED_FROM_FROST,2,1
22,GREY_ROMAINE_WAS_SOWN_AND_PLANTED_IN,2,2
598,PRODUCES_SEEDS,2,1
361,HAVE_SIMILAR_SEED_APPEARANCE_TO,2,1
437,SEEDLINGS_WERE_THINNED_OUT,2,1
5,REPLACED,2,2
248,INTRODUCED_BY,2,1
621,GROWS_TO_HEIGHT,2,1
601,ARE_THINNED_IN_SAME_WAY,2,1
687,FERTILIZER_RELATIONSHIP,2,1
8,IRRIGATED,2,2
118,SEED_STORAGE_LIFETIME,2,1
651,FACE_SOUTH,2,1
70,SHaded_IN,2,2
346,IS_A,2,1
567,IS_ALSO_RELATED_TO_AS,2,1
431,EQUIPMENT_USED_IN_STRUCTURE,2,1
3,SOIL_QUALITY_IMPACTS_PLANT_GROWTH,2,2
76,PRACTICED_IN,2,2
362,GROWTH_STAGE_ASSOCIATED_WITH_SEASON,2,1
128,SOWN_AT_SAME_TIME,2,1
466,GROWTH_STAGE_TRANSITION_ON,2,1
54,IS_HEATED,2,2
662,DISEASE_AFFECTS_CROP,2,1
316,INVOLVES,2,1
44,PLACED_INTO,2,2
29,CONTROLLED_BY,2,2
230,UNDERGOES,2,1
33,CONTAINS_OR_HAS,2,2
514,LETTUCE_GROWTH_STAGE,2,1
145,USED_FOR_LOADING,2,1
655,CONTAINED_BY_SOIL_PIT,2,1
63,LOCATED_BESIDE,2,2
88,USED_TO_PREVENT,2,1
18,COVERED_WITH_DURING_FROST,2,2
738,AFFECTED_BY_DISEASE,2,1
155,USES_EQUIPMENT_TYPE,2,1
133,USES_TO_MAKE_MULCH,2,1
135,USES_UP,2,1
605,MATURING_ON,2,1
52,WARMED_UP_IN_WINTER,2,1
660,AFFECTED_BY_CONDITION,2,1
188,WATERED_EVERY_X_DAYS_IN_CONDITION_Y,2,1
688,AUTHORED_BY,2,1
333,MANNES_CONTAIN,2,1
186,COVERED_WITH_SOIL,2,2
313,PLANTED_IN_LAYER,2,1
136,RECOMMENDED_PLANTING_METHOD,2,2
19,SOWN_DURING,2,2
119,TRANSFERRED_TO,2,1
359,TOOL_USED_IN_PRACTICE,2,1
28,SURROUNDED_BY,2,2
475,COVERS,2,1
48,SUPPORTED_BY,2,1
211,PLANTED_IN_HOLES_CONTAINING,2,1
50,SYMPTOM_OF,2,1
573,NEEDS_UNCOVERING_BEFORE,1,1
368,PLANTED_IN_MID_MONTH,1,1
217,PRUNED_WITHIN_PERIOD,1,1
331,PRUNED_WITH,1,1
522,PRUNED_FOR_HEALTH,1,1
632,NEEDS_WATERING_METHOD,1,1
553,PROVIDES_WARMER_EXPOSURES_TO,1,1
529,NOT_CULTIVATED_IN,1,1
312,OCCUPIES_LAND_FOR_DURATION_OF_TIME,1,1
311,PRUNING_STAGE_OF,1,1
373,PROVIDES_SHADE,1,1
254,PROVIDES_FINANCIAL_SUPPORT,1,1
288,OCCURS_BEFORE_HARVEST,1,1
246,PROTECTED_FROM_DIRECT_CONTACT,1,1
574,OCCURS_IN,1,1
209,PLANTED_IN_POT_BEFORE_PERMANENT_PLANTING,1,1
190,PROTECTED_FROM_AFFECTING_CONDITIONS_OF_FROSTS_USING_METHOD_OF_PROTECTING_AGAINST_FROSTS_BY_COVERING_WITH_FRAMES_AND_BOXES,1,1
231,PROTECTED_BY_HOOK,1,1
541,PRONE_TO_PESTS,1,1
95,OCCURS_WITHIN_LOCATION,1,1
113,PRODUCES_INCOME_FOR,1,1
213,OCCURS_AFTER,1,1
699,RECOMMENDED_TREATMENT,1,1
302,RECOMMENDED_FOR_PLANTING_IN,1,1
244,MOVED_FROM,1,1
