cluster_id,representative,total_count,members
406,PLANTED_IN,84,1
585,GROWN_IN,57,1
800,AFFECTED_BY,57,1
385,GROWS_IN,28,1
672,COVERED_WITH,24,1
308,IS_HARVESTED_IN,15,1
59,TREATED_WITH,13,1
632,IS_AFFECTED_BY,12,1
404,IS_TYPE_OF,8,1
21,USES_EQUIPMENT,7,1
191,RELATES_TO,7,1
446,CONTAINS,7,1
397,GROWN_UNDER,7,1
337,LOCATED_IN,6,1
17,VARIETY_OF,6,1
611,CROP_PLANTING_RELATIONSHIP,6,1
295,PLANTED_AFTER,6,1
328,IS_VARIETY_OF,6,1
86,USED_FOR,6,1
530,PROTECTED_FROM,6,1
657,AFFECTED_BY_RELATIONSHIP,6,1
156,USED_WITH,6,1
106,SOWN_IN,6,1
39,USES,5,1
476,IS_FILLED_WITH,5,1
336,IS_PLANTED_IN,5,1
780,HAS_VARIETY,5,1
427,HAS_GROWTH_STAGE,5,1
417,IS_PROTECTED_BY,5,1
327,HARVESTED_IN,5,1
531,AFFECTED_BY_PEST_OR_DISEASE,5,1
649,DIFFERS_FROM,5,1
665,EQUIPPED_WITH,5,1
429,PLANTED_IN_ROWS,5,1
842,HAS_PART,5,1
307,PEST_AFFECTS_CROP,5,1
186,USED_BY,4,1
771,CROP_GROWTH_STAGE_RELATIONSHIP,4,1
51,TRANSPLANTED_INTO,4,1
87,TYPE_OF_CROP_VARIETY,4,1
155,TRANSPLANTED_TO,4,1
181,SOWN_AT,4,1
470,AFFECTED_BY_WEATHER_CONDITIONS,4,1
30,USED_IN,4,1
782,CROP_VARIETY,4,1
834,CULTIVATED_IN,4,1
838,IS_USED_FOR,4,1
604,CROP_TYPE,4,1
720,FLOWED_THROUGH,4,1
287,PLACED_ON,4,1
516,PLANTED_IN_MONTH,4,1
786,PEST_AFFECTED_BY,4,1
11,WATERED_BY,4,1
22,WATERED_WITH,4,1
704,CAUSES_DAMAGE_TO,4,1
859,AFFECTED_BY_WEATHER_CONDITION,3,1
74,TRANSPLANTED_UNDER,3,1
112,SEED_HARVESTED_FROM,3,1
235,PLANTED_ON_DATE,3,1
250,PLANTED_IN_SEASON,3,1
408,PLANTED_WITH,3,1
322,PLANTED_UNDER,3,1
686,REPLACED_WITH_REAL_RELATION_TYPE,3,1
342,REQUIRES,3,1
75,STORED_IN,3,1
394,IS_RELATED_TO,3,1
338,PLANTED_IN_AUTUMN,3,1
375,PLACED_IN,3,1
353,PLANTED_IN_POTTING_SOIL,3,1
378,PLANTED_AT,3,1
527,MIXED_WITH,3,1
194,MATURITY_TIME_IN_MONTHS,3,1
616,CAUSED_BY,3,1
198,MADE_OF,3,1
582,HAS_COST,3,1
785,INVOLVES_OPERATION,3,1
557,IS_COVERED_WITH,3,1
728,EXPOSED_TO,3,1
774,GROWTH_STAGE,3,1
445,GROWS_UNDER,3,1
770,GROWS,3,1
350,GROWN_ON,3,1
764,HARVESTED_FROM,3,1
509,COLOCATED_WITH,3,1
618,FRAME_SUPPORTS,3,1
759,HAS_CHARACTERISTICS,3,1
761,CROP_VARIEGY,3,1
685,CULTIVATED_DURING,3,1
815,CULTIVATED_USING,3,1
841,AFFECTS_GROWTH_OF,3,1
169,SPREAD_WITH,2,1
431,EQUIPMENT_USED_IN_STRUCTURE,2,1
196,SEED_COLLECTION_METHOD,2,1
651,FACE_SOUTH,2,1
218,SEEDLINGS_WERE_THINNED_OUT,2,1
58,SEED_STORAGE_LIFETIME,2,1
687,FERTILIZER_RELATIONSHIP,2,1
787,CULTIVATED_VARIETY,2,1
571,GROWS_ON,2,1
621,GROWS_TO_HEIGHT,2,1
566,GROWN_IN_SEQUENCE,2,1
197,REQUIRES_MORE_HUMAN_RESOURCES_THAN,2,1
622,GROWS_DURING,2,1
858,GROWN_AT_LOCATION,2,1
804,GROWN_FROM,2,1
209,REQUIRES_WATERING,2,1
71,SIMILAR_TO,2,1
710,CROP_VARIEIES,2,1
689,CULTIVATED,2,1
798,CULTIVATED_AT,2,1
795,CROP_GROWN,2,1
50,SYMPTOM_OF,2,1
48,SUPPORTED_BY,2,1
475,COVERS,2,1
12,WARMED_UP_IN_WINTER,2,1
544,CONSISTS_OF,2,1
46,WATERED_EVERY_X_DAYS_IN_CONDITION_Y,2,1
24,WATERED_AT,2,1
104,SOWED_ON,2,1
472,CUT_ABOVE_LEAF,2,1
130,SOWN_ON,2,1
128,SOWN_AT_SAME_TIME,2,1
655,CONTAINED_BY_SOIL_PIT,2,1
819,CONNECTED_TO,2,1
330,DISEASE_AFFECTS_CROP,2,1
522,PLANTED_ON,2,1
248,INTRODUCED_BY,2,1
316,INVOLVES,2,1
843,IS_STORED_IN,2,1
420,IS_PROTECTED_FROM,2,1
788,IS_SIMILAR_TO,2,1
358,IS_NEEDED_TO_FERTILIZE,2,1
836,HARVESTED_AT,2,1
790,IS_PART_OF,2,1
812,IS_PRIZED_FOR_EARLINESS,2,1
553,PART_OF,2,1
422,IS_LOCATED_IN,2,1
210,MADE_FROM,2,1
256,LETTUCE_GROWTH_STAGE,2,1
605,MATURING_ON,2,1
333,MANNES_CONTAIN,2,1
579,IS_NEEDED_TO_MAINTAIN_SOIL_FERTILITY,2,1
693,HARVESTED_DURING,2,1
263,RELATIONSHIP_TYPE_TREATED_WITH,2,1
362,GROWTH_STAGE_ASSOCIATED_WITH_SEASON,2,1
466,GROWTH_STAGE_TRANSITION_ON,2,1
473,RELATIONSHIP_TYPE_AFFECTED_BY,2,1
137,RELATED_TO,2,1
361,HAVE_SIMILAR_SEED_APPEARANCE_TO,2,1
211,PREPARATION_REQUIRES,2,1
371,IS_ASSOCIATED_WITH,2,1
810,HAS_REQUIREMENT_FOR_WATERING,2,1
551,HAS_SEEDS_WITH_COLOR_TENDING_TO_BRICK,2,1
249,PROTECTED_FROM_FROST,2,1
424,PLANTED_IN_HOLES_CONTAINING,2,1
806,IS_COVERED_BY,2,1
346,IS_A,2,1
313,PLANTED_IN_LAYER,2,1
567,IS_ALSO_RELATED_TO_AS,2,1
598,PRODUCES_SEEDS,2,1
738,AFFECTED_BY_DISEASE,2,1
688,AUTHORED_BY,2,1
674,ARE_RELATED_TO,2,1
179,TOOL_USED_IN_PRACTICE,2,1
56,UNDERGOES,2,1
119,TRANSFERRED_TO,2,1
792,COVERED_BY,2,1
601,ARE_THINNED_IN_SAME_WAY,2,1
43,USED_TO_PREVENT,2,1
662,AFFECTED_BY_TEMPERATURE,2,1
32,USES_TO_MAKE_MULCH,2,1
35,USED_FOR_LOADING,2,1
599,AFFECTED_BY_SOIL_TYPE,2,1
835,CULTIVATED_ON,2,1
77,USES_EQUIPMENT_TYPE,2,1
828,ASSOCIATED_WITH,2,1
853,AFFECTED_BY_PESTS_OR_DISEASES,2,1
852,AFFECTED_BY_WEATHER,2,1
660,AFFECTED_BY_CONDITION,2,1
16,USES_UP,2,1
718,AFFECTED_BY_PESTS,2,1
52,USED_AS_FERTILIZER,2,1
195,PLANTED_IN_rows,1,1
547,PLACED_ON_OR_NEAR_SURFACE_OF,1,1
364,PLACED_WITHIN,1,1
370,PLANTED_AT_TIME,1,1
303,PLANTED_BEFORE,1,1
388,PLANTED_DURING,1,1
164,PLANTED_IN_FIRST_FORTNIGHT_OF_MONTH,1,1
225,PLANTED_IN_FULL_SQUARES,1,1
193,PROTECTED_AGAINST,1,1
289,PLANTED_IN_STAGE_OF_GROWTH,1,1
213,PLANTED_NEAR,1,1
229,PLANTED_NEARBY,1,1
20,USED_FOR_WATERING,1,1
652,PLANTED_ON_SIDES,1,1
140,PLANTED_OUT_IN,1,1
205,PLANTED_UNDER_DIFFERENT_STRUCTURE,1,1
81,PLANTED_WITH_SPACING,1,1
700,PLANTING_DATE,1,1
270,PRONE_TO_PESTS,1,1
80,USED_FOR_PLANTING,1,1
82,USED_FOR_PEST_CONTROL,1,1
44,USED_FOR_MULCHING,1,1
368,PLANTED_IN_MID_MONTH,1,1
118,PLANTED_IN_NOVEMBER,1,1
232,PLANTED_IN_PLACE_OF,1,1
26,USED_TO_PROTECT_FROM,1,1
419,PLANTED_IN_POT_BEFORE_PERMANENT_PLANTING,1,1
319,PLANTED_IN_SOIL_TYPE,1,1
91,USED_FOR_TRANSPORTING,1,1
283,POTTING_IN,1,1
203,POTTING_SOIL_COVERS,1,1
309,POWERED_BY,1,1
425,PRACTICED_IN,1,1
107,PRACTISED_IN,1,1
223,PREFERED_GROWTH_PERIOD,1,1
376,PREFERRED_BY,1,1
393,PREFERRED_OVER,1,1
53,USED_TO_CREATE,1,1
92,USED_TO_PREVENT_DAMAGE_FROM,1,1
150,RELATED_TO_WEATHER_CONDITIONS,1,1
817,AFFECTED_BY_PLANTING_METHOD,1,1
324,RELATIONSHIP_TYPE_NOT_LISTED_IN_THE_FACT_TYPES,1,1
190,USES_FERTILIZER,1,1
279,RELATIONSHIP_TYPE_PLANTED_IN,1,1
73,USES_EQUIPMENT_TO_PERFORM_MARCOTTING,1,1
269,REMAINS_PILED_UP_AT,1,1
824,AFFECTED_BY_SEASONAL_CONDITION,1,1
304,REMOVED_FROM_FIELD_IN_AGRICULTURAL_CONTEXT,1,1
138,REBUILD_LAYERS,1,1
79,USED_TO_COLLECT_MANURE,1,1
343,PROTECTED_BY,1,1
231,PROTECTED_BY_HOOK,1,1
