cluster_id,representative,total_count,members
24,PLANTED_IN,162,42
76,GROWN_IN,140,38
3,AFFECTED_BY,98,22
18,IS_HARVESTED_IN,45,21
147,USED_FOR,42,18
88,COVERED_WITH,39,8
82,LOCATED_IN,29,16
50,RELATES_TO,28,14
60,WATERED_BY,25,15
34,HAS_GROWTH_STAGE,24,13
166,CROP_TYPE,20,7
16,TRANSPLANTED_TO,19,10
112,VARIETY_OF,19,5
28,USES_EQUIPMENT,17,8
46,AFFECTED_BY_PEST_OR_DISEASE,17,8
247,PROTECTED_FROM,17,7
40,TREATED_WITH,16,4
64,GROWN_UNDER,15,5
1,CONTAINS,15,9
15,REQUIRES,14,11
7,PLANTED_IN_MONTH,14,9
62,AFFECTS_GROWTH_OF,12,9
143,HAS_PART,12,6
29,REQUIRES_WATERING,11,9
30,IS_TYPE_OF,11,3
105,AFFECTED_BY_RELATIONSHIP,11,4
57,HAS_CHARACTERISTICS,10,8
104,CAUSES_DAMAGE_TO,10,5
17,CROP_PLANTING_RELATIONSHIP,9,4
141,MADE_OF,9,6
137,DIFFERS_FROM,8,4
36,SIMILAR_TO,8,6
308,PEST_AFFECTS_CROP,7,2
80,EQUIPPED_WITH,7,3
20,USED_AS_FERTILIZER,7,5
138,PLANTED_IN_POTTING_SOIL,6,4
39,MIXED_WITH,6,4
13,DIFFERENT_SOIL_CONDITIONS,6,6
150,SUPPORTED_BY,6,5
78,IS_NEEDED_TO_FERTILIZE,6,4
229,SPREAD_WITH,6,5
43,CONSISTS_OF,6,5
31,USES_MANURE_IN,6,6
44,PROTECTED_FROM_FROST,6,5
246,STORED_IN,6,3
153,INVOLVES_OPERATION,5,2
79,AUTHORED_BY,5,4
6,REPLACED,5,5
148,COVERS_SOIL_FOR,5,5
38,HAVE_SIMILAR_SEED_APPEARANCE_TO,5,4
9,CUT_ABOVE_LEAF,5,4
114,STRUCTURED_BY,5,5
49,HAS_FRUIT,5,5
22,READY_TO_HARVEST,5,5
84,SEED_COLLECTION_METHOD,4,3
101,SOIL_TYPE_IN,4,4
89,REQUIRES_SPECIFIC_SEALING_METHODS,4,4
232,PRODUCES_SEEDS,4,3
73,OCCURS_IN,4,4
110,PREFERRED_BY,4,4
14,OWNS,4,4
276,LETTUCE_GROWTH_STAGE,4,3
0,MANURE_PREPARATION,4,4
51,MATURITY_TIME_IN_MONTHS,4,2
63,SHaded_IN,4,4
123,ASSISTS_IN_PLANTING,4,4
209,FERTILIZER_RECOMMENDATION,4,4
32,EMPLOYED_IN_MARKET_GARDENING,4,4
159,USED_TO_PREVENT,4,3
71,FRAME_SUPPORTS,4,2
35,EXPOSED_TO,4,2
95,HAS_COST,4,2
72,WARMED_UP_IN_WINTER,4,3
26,SEEDLINGS_WERE_THINNED_OUT,3,2
54,RIPENS_IN,3,3
170,REPLACED_WITH_REAL_RELATION_TYPE,3,1
5,MANNES_CONTAIN,3,2
125,PRUNED_WITH,3,3
4,HELD_WITH,3,3
91,MOVE_BACK,3,3
56,BLACK_RADISH_DOES_NOT_GO_TO_SEED_IN_SAME_YEAR,3,3
108,IS_PRONE_TO,3,3
41,KEPT_AT_SAME_LEVEL_AS,3,3
37,NEEDS_TO_EXIST,3,3
75,IS_HEATED,3,3
70,USED_IN_FORCED_CULTIVATION,3,3
12,CROP_PREFERENCE,3,3
19,PLOUGHED_BY,3,3
117,INCLUDES,3,3
21,SMALLER_THAN,3,3
272,USES_TO_MAKE_MULCH,3,2
149,INTRODUCED_BY,3,2
53,FIELD_LOCATION,3,3
124,ASSOCIATED_WITH_FARM_PRACTICE,3,3
68,AWARDED_BY,3,3
129,ARE_THINNED_IN_SAME_WAY,3,2
69,ARRANGED_IN,3,3
118,SEED_STORAGE_LIFETIME,2,1
65,GATHERS_AT,2,2
47,YIELDS_IN,2,2
222,AFFECTS,2,2
226,LOCATED_IN_NORTHERN_EXPOSURE,2,2
42,STRUCTURE_RELATIONSHIP,2,2
115,WINTER_CHERVIL_SOWN_IN,2,2
205,SYMPTOM_OF,2,1
122,SOIL_IMPROVED_WITH,2,2
142,SPACED_WITH,2,2
52,SEED_PRODUCTION_PREREQUISITE,2,2
132,GROWN_IN_DECMBER,2,2
66,GROWNUNTIL_MONTHS_OF,2,2
145,HAD_COMPETITION_OPEN,2,2
126,TREATED_WITH_AIR,2,2
325,FACE_SOUTH,2,1
215,EQUIPMENT_USED_IN_STRUCTURE,2,1
177,ESTABLISHED_FOR_ESPALIERS_OF,2,2
136,USED_TO_EDGE,2,2
99,EATEN_BY,2,2
135,DOORMAT_TIGHTENING,2,2
292,HAND_PLANTED,2,2
128,PLANTING_METHOD_ALTERNATIVE,2,2
48,DEGENERATED_INTO,2,2
27,GERMINATED_IN,2,2
278,GROWS_BEFORE,2,2
2,GROWN_WITHOUT,2,2
264,FOLLOWED_BY,2,2
