cluster_id,representative,total_count,members
39,PLANTED_IN,103,11
70,AFFECTED_BY,72,4
36,GROWN_IN,64,6
23,GROWS_IN,40,8
1,IS_HARVESTED_IN,33,11
112,COVERED_WITH,31,4
64,USED_FOR,25,6
41,RELATES_TO,21,8
46,CULTIVATED_IN,19,11
111,SOWN_IN,17,7
4,WATERED_BY,16,9
106,PROTECTED_FROM,15,5
83,TRANSPLANTED_TO,14,6
71,TREATED_WITH,14,2
66,LOCATED_IN,14,8
53,AFFECTED_BY_PEST_OR_DISEASE,14,5
33,CROP_TYPE,13,4
20,HAS_GROWTH_STAGE,13,6
90,GROWN_UNDER,13,3
247,VARIETY_OF,12,2
18,AFFECTED_BY_WEATHER_CONDITIONS,12,6
7,HAS_PART,11,5
5,CONTAINS,10,4
168,PLACED_ON,9,4
16,PLANTED_IN_ROWS,9,4
419,IS_TYPE_OF,9,2
0,MADE_OF,9,6
32,PLANTED_IN_MONTH,8,5
153,USES_EQUIPMENT,8,2
104,AFFECTED_BY_RELATIONSHIP,8,2
61,CROP_PLANTING_RELATIONSHIP,8,3
192,PLANTED_AFTER,7,2
35,HAS_VARIETY,7,3
76,PEST_AFFECTS_CROP,7,2
51,DIFFERS_FROM,7,3
128,REQUIRES_WATERING,7,5
136,EQUIPPED_WITH,6,2
420,IS_FILLED_WITH,6,2
114,SPREAD_WITH,6,5
145,USES,6,2
22,PLANTED_ON_DATE,6,4
85,CAUSES_DAMAGE_TO,5,2
56,REQUIRES,5,3
250,CONNECTED_TO,5,4
40,AFFECTS_GROWTH_OF,5,3
272,CONSISTS_OF,5,4
52,PROTECTED_FROM_FROST,5,4
57,IS_NEEDED_TO_FERTILIZE,5,3
137,STORED_IN,5,2
21,PLANTED_IN_POTTING_SOIL,5,3
258,CROP_VARIEGY,5,2
42,CROP_GROWTH_STAGE_RELATIONSHIP,5,2
37,INVOLVES_OPERATION,5,2
109,CULTIVATED_DURING,5,3
68,USED_AS_FERTILIZER,5,4
120,CROP_GROWN,4,3
268,AFFECTED_BY_SEASON,4,4
131,PLANTED_IN_AUTUMN,4,2
260,PLANTED_IN_SEASON,4,2
179,FLOWED_THROUGH,4,1
84,SEED_COLLECTION_METHOD,4,3
6,AUTHORED_BY,4,3
79,USED_TO_PREVENT,4,3
398,CAUSED_BY,4,2
133,GROWN_FROM,4,3
31,SEED_HARVESTED_FROM,4,2
26,USED_FOR_LOADING,4,3
54,GROWN_AT_LOCATION,4,3
150,HAS_CHARACTERISTICS,4,2
12,PREFERRED_BY,4,4
149,SIMILAR_TO,4,2
141,USED_FOR_PLANTING,4,4
15,SHaded_IN,4,4
95,HAS_COST,4,2
63,GROWS_DURING,4,3
502,GROWTH_STAGE_ASSOCIATED_WITH_SEASON,3,2
47,HARVESTED_BEFORE,3,3
129,ARE_THINNED_IN_SAME_WAY,3,2
55,STRUCTURED_BY,3,3
135,USES_TO_MAKE_MULCH,3,2
69,ARRANGED_IN,3,3
80,SOIL_CONDITION_IMPACTS_PLANT,3,3
98,SOIL_TYPE_IN,3,3
97,RECOMMENDED_FOR_PLANTING_IN,3,3
138,SUPPORTED_BY,3,2
115,MANAGED_BY,3,3
342,REPLACED_WITH_REAL_RELATION_TYPE,3,1
125,PREPARATION_REQUIRES,3,2
102,PRODUCES_SEEDS,3,2
11,AFFECTED_BY_PLANTING_METHOD,3,3
186,AFFECTED_BY_TEMPERATURE,3,2
