cluster_id,representative_llm,representative_llm_free,representative,total_count,members
212,PLANTED_IN,CONTAINS_PLANT,PLANTED_IN,100,1
1094,CAN_BE_AFFECTED_BY,AFFECTED_BY_RELATIONSHIP,CAN_BE_AFFECTED_BY,85,1
460,IS_GROWN_IN,ORIGINATED_FROM,IS_GROWN_IN,82,1
972,IS_COVERED_WITH,COVERING_RELATIONSHIP,IS_COVERED_WITH,39,1
931,GROWS_IN,HABITAT_OF,GROWS_IN,29,1
107,TREATED_WITH,TREATMENT_RELATIONSHIP,TREATED_WITH,20,1
85,USED_WITH,ASSOCIATED_WITH,USED_WITH,19,1
452,REQUIRES,DEPENDENCY,REQUIRES,18,1
113,CAN_BE_SOWN_IN,PLANTABLE_LOCATIONS,CAN_BE_SOWN_IN,16,1
503,IS_RELATED_TO,ASSOCIATED_WITH,IS_RELATED_TO,15,1
644,IS_LOCATED_IN,CONTAINS_LOCATION,IS_LOCATED_IN,15,1
488,MENTIONED_ALONGSIDE,CO_MENTIONED,MENTIONED_ALONGSIDE,15,1
1004,HARVESTED_FROM,SOURCE_OF_ORIGIN,HARVESTED_FROM,13,1
322,HAS_GROWTH_STAGE,HAS_DEVELOPMENTAL_STAGE,HAS_GROWTH_STAGE,12,1
979,PLANTED_WITH,COLOCATED_WITH,PLANTED_WITH,12,1
16,IS_A_VARIETY_OF,INSTANCE_OF,IS_A_VARIETY_OF,12,1
690,IS_HARVESTED_IN,SOURCE_OF_PRODUCTION,IS_HARVESTED_IN,12,1
253,USED_FOR,PURPOSE_OF,USED_FOR,10,1
382,PLANTED_AFTER,SEQUENCED_BY_TIME,PLANTED_AFTER,10,1
989,CONTAINS,HAS_PART,CONTAINS,9,1
883,GROWS_DURING,DEVELOPMENT_PHASE,GROWS_DURING,9,1
516,CAN_BE_PLANTED_IN_MONTH,PLANTING_TIME,CAN_BE_PLANTED_IN_MONTH,9,1
91,IS_TYPE_OF,INSTANCE_OF,IS_TYPE_OF,9,1
62,USED_IN_CONJUNCTION_WITH,ASSOCIATED_WITH,USED_IN_CONJUNCTION_WITH,9,1
65,USED_IN,CONTAINS,USED_IN,9,1
1052,AFFECTED_BY_WEATHER_CONDITIONS,WEATHER_RELATED,AFFECTED_BY_WEATHER_CONDITIONS,7,1
728,AVAILABLE_IN,AVAILABLE_AT_LOCATION,AVAILABLE_IN,7,1
373,IS_PART_OF,CONTAINMENT_RELATIONSHIP,IS_PART_OF,7,1
158,IS_PROTECTED_FROM,PROTECTION_STATUS,IS_PROTECTED_FROM,7,1
233,PLACED_IN,CONTAINED_IN,PLACED_IN,6,1
1032,GROWTH_STAGE_OF,DEVELOPMENTAL_PHASE_OF,GROWTH_STAGE_OF,6,1
813,CONTINUE_TO_BE_TRANSPLANTED,TRANSPLANT_STATUS,CONTINUE_TO_BE_TRANSPLANTED,6,1
1041,GROWN_UNDER,CULTIVATED_IN,GROWN_UNDER,6,1
550,IS_REPLACED_BY,REPLACEMENT_RELATIONSHIP,IS_REPLACED_BY,6,1
853,ARE_ASSOCIATED_WITH,ASSOCIATION,ARE_ASSOCIATED_WITH,6,1
330,HAS_VARIETY,HAS_TYPE,HAS_VARIETY,6,1
518,PLANTED_AT,LOCATION_OF_ORIGIN,PLANTED_AT,6,1
856,CROP_VARIETY,CULTIVAR_TYPE,CROP_VARIETY,6,1
71,IS_STORED_IN,CONTAINED_IN,IS_STORED_IN,6,1
655,CROP_TYPE,FARMING_CHARACTERISTIC,CROP_TYPE,6,1
248,USED_BY,DEPENDENCY_OF,USED_BY,6,1
515,MANNES_CONTAIN,CONTAINS_MALE,MANNES_CONTAIN,6,1
993,PRICED_AT,HAS_PRICE,PRICED_AT,5,1
1000,PLANTED_ON,LOCATED_AT,PLANTED_ON,5,1
937,CULTIVATED_DURING,GROWN_IN_PERIOD,CULTIVATED_DURING,5,1
1106,AFFECTED_BY_WEATHER_CONDITION,WEATHER_RELATED,AFFECTED_BY_WEATHER_CONDITION,5,1
1030,PEST_AFFECTED_BY,PEST_VICTIM,PEST_AFFECTED_BY,5,1
1074,HARVESTED_AT,LAST_UPDATED,HARVESTED_AT,5,1
1034,PLANTED_ALONGSIDE,LOCATED_NEARBY,PLANTED_ALONGSIDE,5,1
611,PEST_AFFECTS_CROP,PEST_HARM_RELATIONSHIP,PEST_AFFECTS_CROP,5,1
1096,HAS_COMPONENT,CONTAINS_PART,HAS_COMPONENT,5,1
871,FOLLOWS_LAYERS,FOLLOWS_STRUCTURE,FOLLOWS_LAYERS,5,1
900,IS_EQUIPPED_WITH,HAS_EQUIPMENT,IS_EQUIPPED_WITH,5,1
332,INTERPLANTED_WITH,COLOCATED_WITH,INTERPLANTED_WITH,4,1
870,CROP_VARIETY_RELATED_TO_CROP,CROP_ASSOCIATION,CROP_VARIETY_RELATED_TO_CROP,4,1
970,GROWN_ON,PRODUCED_BY,GROWN_ON,4,1
279,PLACED_ON,LOCATED_AT,PLACED_ON,4,1
802,MIXED_WITH,COMBINED_WITH,MIXED_WITH,4,1
161,PLANTED_IN_NOVEMBER,PLANTING_TIME,PLANTED_IN_NOVEMBER,4,1
217,ARE_SOWN_IN_MONTH,PLANTED_IN_MONTH,ARE_SOWN_IN_MONTH,4,1
14,WATERED_WITH,IRRIGATED_BY,WATERED_WITH,4,1
391,PLANTED_UNDER,LOCATED_BELOW,PLANTED_UNDER,4,1
487,RELATES_TO,ASSOCIATED_WITH,RELATES_TO,4,1
671,DIFFERS_IN_RUNNIG_FROM,DIFFERENT_BEHAVIOR_THAN_EXPECTED,DIFFERS_IN_RUNNIG_FROM,4,1
374,NEW_CROP_AVAILABLE,CROP_READY,NEW_CROP_AVAILABLE,4,1
528,PLANTING_SCHEDULED_IN_MONTH_OF,PLANNED_ACTIVITY_TIMEFRAME,PLANTING_SCHEDULED_IN_MONTH_OF,3,1
420,REQUIRES_PROTECTION_FROM,PROTECTED_BY,REQUIRES_PROTECTION_FROM,3,1
340,IS_PRONE_TO,VULNERABLE_TO,IS_PRONE_TO,3,1
376,SEED_PRODUCTION_PREREQUISITE,REQUIREMENT_FOR_SEEDING,SEED_PRODUCTION_PREREQUISITE,3,1
1002,GROWN_BY,INCREASED_BY,GROWN_BY,3,1
141,TREATED_WITH_RELATIONSHIP,TREATMENT_METHOD,TREATED_WITH_RELATIONSHIP,3,1
