cluster_id,name,count,representative,representative_llm,representative_llm_free
0,YIELDS_IN,1,YIELDS_IN,YIELDS_IN,PRODUCES_OUTPUT
1,WORKS_AS,1,WORKS_AS,WORKS_AS,EMPLOYMENT_RELATION
2,WOODEN_WHEELBARROW_EQUIPPED_WITH_HANDLEBARS_AND_CROSSBARS_TO_TRANSPORT_MATERIALS,1,WOODEN_WHEELBARROW_EQUIPPED_WITH_HANDLEBARS_AND_CROSSBARS_TO_TRANSPORT_MATERIALS,WOODEN_WHEELBARROW_EQUIPPED_WITH_HANDLEBARS_AND_CROSSBARS_TO_TRANSPORT_MATERIALS,HAND_CART
3,WINTER_CHERVIL_SOWN_IN,1,WINTER_CHERVIL_SOWN_IN,WINTER_CHERVIL_SOWN_IN,SEASONAL_PLANTING_ACTION
4,WORKED_WITH,1,WORKED_WITH,WORKED_WITH,COLLABORATED_WITH
5,WINTER_CHERVIL_HARVESTED_IN,1,WINTER_CHERVIL_HARVESTED_IN,WINTER_CHERVIL_HARVESTED_IN,HARVESTED_IN_SEASON
6,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,1,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,ASPARAGUS_COLOR_VARIETY
7,WATERED_ON,1,WATERED_ON,WATERED_ON,IRRIGATED
8,WEDGES_HOLD_FRAMES_OPEN_DURING_DAY,1,WEDGES_HOLD_FRAMES_OPEN_DURING_DAY,WEDGES_HOLD_FRAMES_OPEN_DURING_DAY,HOLD_POSITION_DURING_SPECIFIC_TIME
9,IS_WORKED_ON_BY_TOOL,1,IS_WORKED_ON_BY_TOOL,IS_WORKED_ON_BY_TOOL,USED_BY
10,WINTER_CHERVIL_WITHSTANDS,1,WINTER_CHERVIL_WITHSTANDS,WINTER_CHERVIL_WITHSTANDS,RESISTANT_TO_WINTER_CONDITIONS
11,WEATHER_IMPACT,1,WEATHER_IMPACT,WEATHER_IMPACT,METEOROLOGICAL_CONDITIONS
12,IS_WIDE_ENOUGH_FOR,1,IS_WIDE_ENOUGH_FOR,IS_WIDE_ENOUGH_FOR,COMPATIBLE_SIZE
13,WATERING_SCHEDULED,1,WATERING_SCHEDULED,WATERING_SCHEDULED,IRRIGATION_SCHEDULED
14,WATERED_WITH,4,WATERED_WITH,WATERED_WITH,IRRIGATED_BY
15,WATERED_BY,3,WATERED_BY,WATERED_BY,HYDRATED_BY
16,IS_A_VARIETY_OF,12,IS_A_VARIETY_OF,IS_A_VARIETY_OF,INSTANCE_OF
17,WATERCRESS_SORREL_RELATED_TO,1,WATERCRESS_SORREL_RELATED_TO,WATERCRESS_SORREL_RELATED_TO,RELATED_TO_GREENS
18,USES_TO_PERFORM_ACTION,1,USES_TO_PERFORM_ACTION,USES_TO_PERFORM_ACTION,PERFORMS_ACTION_USING
19,WEDGES_REMOVED_TO_REMOVE_FRAMES_AT_NIGHT,1,WEDGES_REMOVED_TO_REMOVE_FRAMES_AT_NIGHT,WEDGES_REMOVED_TO_REMOVE_FRAMES_AT_NIGHT,REMOVING_FRAME_WEDGES
20,WATERED_WITH_COLD_WATER_FROM_WELLS,1,WATERED_WITH_COLD_WATER_FROM_WELLS,WATERED_WITH_COLD_WATER_FROM_WELLS,IRRIGATED_WITH_GROUNDWATER
21,WEATHER_IMPACTS_CROPS,1,WEATHER_IMPACTS_CROPS,WEATHER_IMPACTS_CROPS,AFFECTS_AGRICULTURE
22,USED_TO_PREVENT,2,USED_TO_PREVENT,USED_TO_PREVENT,PREVENTATIVE_MEASURE
23,WATERED_MORE_OFTEN_THAN,1,WATERED_MORE_OFTEN_THAN,WATERED_MORE_OFTEN_THAN,FREQUENCY_COMPARISON
24,WATERED_IN_LAYERS,1,WATERED_IN_LAYERS,WATERED_IN_LAYERS,IRRIGATED_IN_STAGES
25,WATERING_ESSENTIAL_FOR_VEGETABLE_GROWTH,1,WATERING_ESSENTIAL_FOR_VEGETABLE_GROWTH,WATERING_ESSENTIAL_FOR_VEGETABLE_GROWTH,IRRIGATION_IMPORTANCE
26,WATERED_AGAINST,1,WATERED_AGAINST,WATERED_AGAINST,IRRIGATED_WITH
