cluster_id,representative_llm,representative_llm_free,representative,total_count,members
6,PLANTED_IN,PLANTED_AT,PLANTED_IN,111,3
114,CAN_BE_AFFECTED_BY,AFFECTED_BY,CAN_BE_AFFECTED_BY,89,3
118,IS_GROWN_IN,GROWS_IN,IS_GROWN_IN,83,2
972,IS_COVERED_WITH,COVERING_RELATIONSHIP,IS_COVERED_WITH,39,1
14,HARVESTED_FROM,HARVESTING_SOURCE,HARVESTED_FROM,31,4
931,GROWS_IN,LOCATION_OF_GROWTH,GROWS_IN,29,1
105,USED_WITH,USED_WITH,USED_WITH,28,2
81,USED_IN,USED_BY,USED_FOR,21,3
216,TREATED_WITH,TREATMENT_RELATIONSHIP,TREATED_WITH,20,1
12,IS_RELATED_TO,IS_RELATED_TO,IS_RELATED_TO,19,2
164,CAN_BE_SOWN_IN,PLANTED_IN,CAN_BE_SOWN_IN,18,2
452,REQUIRES,DEPENDENCY_RELATIONSHIP,REQUIRES,18,1
45,HAS_GROWTH_STAGE,HAS_GROWTH_STAGE,HAS_GROWTH_STAGE,18,2
43,IS_LOCATED_IN,LOCATION_CONTAINMENT,IS_LOCATED_IN,16,2
488,MENTIONED_ALONGSIDE,MENTIONED_WITH,MENTIONED_ALONGSIDE,15,1
72,AFFECTED_BY_WEATHER_CONDITIONS,AFFECTED_BY_WEATHER_CONDITIONS,AFFECTED_BY_WEATHER_CONDITIONS,15,3
18,CAN_BE_PLANTED_IN_MONTH,PLANTING_SCHEDULE,CAN_BE_PLANTED_IN_MONTH,13,2
979,PLANTED_WITH,PLANTING_METHOD,PLANTED_WITH,12,1
67,IS_A_VARIETY_OF,IS_VARIANT_OF,IS_A_VARIETY_OF,12,1
13,WATERED_BY,WATERED_WITH_OR_BY,WATERED_WITH,11,4
382,PLANTED_AFTER,PLANTING_RELATIONSHIP,PLANTED_AFTER,10,1
989,CONTAINS,CONTAINMENT,CONTAINS,9,1
53,GROWS_UNDER,GROWS_UNDER,GROWN_UNDER,9,2
883,GROWS_DURING,GROWTH_PHASE,GROWS_DURING,9,1
183,IS_TYPE_OF,INSTANCE_OF,IS_TYPE_OF,9,1
172,PROTECTED_AGAINST,PROTECTED_FROM,IS_PROTECTED_FROM,8,2
75,HAS_COMPONENT,HAS_COMPONENT,HAS_COMPONENT,7,3
28,CULTIVATED_IN,CULTIVATED_AT,CULTIVATED_ON,7,3
89,IS_REPLACED_BY,REPLACEMENT_RELATIONSHIP,IS_REPLACED_BY,7,2
373,IS_PART_OF,PART_OF_RELATIONSHIP,IS_PART_OF,7,1
31,AFFECTED_BY_PEST,AFFECTED_BY_PEST,PEST_AFFECTED_BY,7,3
728,AVAILABLE_IN,AVAILABILITY,AVAILABLE_IN,7,1
3,HAS_VARIETY,HAS_VARIETY,HAS_VARIETY,7,2
856,CROP_VARIETY,CROP_TYPE,CROP_VARIETY,6,1
813,CONTINUE_TO_BE_TRANSPLANTED,CONTINUE_TRANSPLANTATION,CONTINUE_TO_BE_TRANSPLANTED,6,1
248,USED_BY,DEPENDENCY,USED_BY,6,1
233,PLACED_IN,CONTAINED_IN,PLACED_IN,6,1
143,IS_STORED_IN,CONTAINMENT_RELATIONSHIP,IS_STORED_IN,6,1
20,REQUIRES_WATERING,REQUIRES_WATERING,REQUIRES_WATERING,6,4
