cluster_id,name,count,representative
0,YIELDS_IN,1,YIELDS_IN
1,WORKS_AS,1,WORKS_AS
2,WOODEN_WHEELBARROW_EQUIPPED_WITH_HANDLEBARS_AND_CROSSBARS_TO_TRANSPORT_MATERIALS,1,WOODEN_WHEELBARROW_EQUIPPED_WITH_HANDLEBARS_AND_CROSSBARS_TO_TRANSPORT_MATERIALS
3,WINTER_CHERVIL_SOWN_IN,1,WINTER_CHERVIL_SOWN_IN
4,WORKED_WITH,1,WORKED_WITH
5,WINTER_CHERVIL_HARVESTED_IN,1,WINTER_CHERVIL_HARVESTED_IN
6,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,1,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS
7,WATERED_ON,1,WATERED_ON
8,WEDGES_HOLD_FRAMES_OPEN_DURING_DAY,1,WEDGES_HOLD_FRAMES_OPEN_DURING_DAY
9,IS_WORKED_ON_BY_TOOL,1,IS_WORKED_ON_BY_TOOL
10,WINTER_CHERVIL_WITHSTANDS,1,WINTER_CHERVIL_WITHSTANDS
11,WEATHER_IMPACT,1,WEATHER_IMPACT
12,IS_WIDE_ENOUGH_FOR,1,IS_WIDE_ENOUGH_FOR
13,WATERING_SCHEDULED,1,WATERING_SCHEDULED
14,WATERED_WITH,4,WATERED_WITH
15,WATERED_BY,3,WATERED_BY
16,IS_A_VARIETY_OF,12,IS_A_VARIETY_OF
17,WATERCRESS_SORREL_RELATED_TO,1,WATERCRESS_SORREL_RELATED_TO
18,USES_TO_PERFORM_ACTION,1,USES_TO_PERFORM_ACTION
19,WEDGES_REMOVED_TO_REMOVE_FRAMES_AT_NIGHT,1,WEDGES_REMOVED_TO_REMOVE_FRAMES_AT_NIGHT
20,WATERED_WITH_COLD_WATER_FROM_WELLS,1,WATERED_WITH_COLD_WATER_FROM_WELLS
21,WEATHER_IMPACTS_CROPS,1,WEATHER_IMPACTS_CROPS
22,USED_TO_PREVENT,2,USED_TO_PREVENT
23,WATERED_MORE_OFTEN_THAN,1,WATERED_MORE_OFTEN_THAN
24,WATERED_IN_LAYERS,1,WATERED_IN_LAYERS
25,WATERING_ESSENTIAL_FOR_VEGETABLE_GROWTH,1,WATERING_ESSENTIAL_FOR_VEGETABLE_GROWTH
26,WATERED_AGAINST,1,WATERED_AGAINST
27,WATERED_DURING,1,WATERED_DURING
28,USED_AS,1,USED_AS
29,USED_IN_CONSTRUCTION_OF,1,USED_IN_CONSTRUCTION_OF
30,WATERED_AFTER_PLANTING,1,WATERED_AFTER_PLANTING
31,USED_WITH_PRACTICE,1,USED_WITH_PRACTICE
32,USES_TO_REMOVE,1,USES_TO_REMOVE
33,USES_FOR_WORK,1,USES_FOR_WORK
34,USED_IN_SPECIFIC_AGRICULTURAL_PRACTICE,1,USED_IN_SPECIFIC_AGRICULTURAL_PRACTICE
35,VARIES_BY,1,VARIES_BY
36,USED_AS_CONDIMENT_IN,1,USED_AS_CONDIMENT_IN
37,USES_TO_MAKE_MULCH,3,USES_TO_MAKE_MULCH
38,USEFULNESS_OF,1,USEFULNESS_OF
