cluster_id,representative_llm,representative_llm_free,representative,total_count,members
15,GROWS_IN,PLANTING_LOCATION,PLANTED_IN,247,86
1,IS_USED_IN,UTILIZES_EQUIPMENT_OR_MATERIALS,IS_USED_IN,97,50
8,IS_LOCATED_IN,ASSOCIATED_WITH,IS_LOCATED_IN,76,43
13,IS_AFFECTED_BY,AFFECTED_BY_CONDITIONS,IS_AFFECTED_BY,68,30
18,COVERED_WITH,COVERED_BY_OR_WITH,COVERED_WITH,30,17
21,CONTAINS,CONTAINMENT,CONTAINS,29,14
19,REQUIRES,REQUIRES_CONDITIONS_OR_CARE,REQUIRES_CONDITION,20,18
24,GROWTH_STAGE_OF,GROWTH_STAGE_RELATIONSHIP,GROWTH_STAGES,20,15
49,CROP_VARIETY,CROP_RELATIONSHIP,CROP_TYPE,20,8
17,PROTECTED_AGAINST,PROTECTION_RELATION,PROTECTED_BY,18,15
30,WATERED_BY,WATERING_RELATION,WATERED_BY,18,14
26,IS_VARIETY_OF,HAS_VARIANT,IS_VARIETY_OF,15,4
12,PLANTED_ON_DATE,PLANTING_TIME,PLANTED_ON_DATE,15,14
4,DIFFERS_FROM,SIMILARITY_RELATIONSHIP,COMPARED_TO,13,9
9,SOIL_TYPE_RELATIONSHIP,SOIL_CONDITIONS_RELATIONSHIP,SOIL_TYPES,13,13
5,IS_MADE_OF,COMPOSED_OF,IS_MADE_OF,13,6
54,HAS_CHARACTERISTICS,HAS_ATTRIBUTE,HAS_CHARACTERISTICS,12,11
6,CROP_GROWTH_STAGE_RELATIONSHIP,ENTITY_ASSOCIATIONS,PEOPLE_RELATIONSHIPS,12,10
102,AFFECTS_PLANT_GROWTH,AFFECTS_ENVIRONMENTAL_CONDITIONS,AFFECTS_PLANT,12,12
2,USEFUL_FOR,RELEVANT_TO,USEFUL_FOR,11,7
0,BOARD_RETAINS_MOISTURE,PRESERVES_CONDITION,MAINTAINED_WITH,8,8
32,IS_HOTTER_THAN,HAS_HIGH_TEMPERATURE,HEATS_UP_FOR,7,7
