cluster_id,name,count,representative,representative_llm,representative_llm_free
0,BOARD_RETAINS_MOISTURE,1,MAINTAINED_WITH,BOARD_RETAINS_MOISTURE,PRESERVES_CONDITION
0,COVERED_TO_MAINTAIN_COLOR,1,MAINTAINED_WITH,BOARD_RETAINS_MOISTURE,PRESERVES_CONDITION
0,MAINTAINED_AT_DISTANCE_FROM,1,MAINTAINED_WITH,BOARD_RETAINS_MOISTURE,PRESERVES_CONDITION
0,MAINTAINED_WITH,1,MAINTAINED_WITH,BOARD_RETAINS_MOISTURE,PRESERVES_CONDITION
0,REMAINS_HEALTHY_UNTIL,1,MAINTAINED_WITH,BOARD_RETAINS_MOISTURE,PRESERVES_CONDITION
0,RETAINS_MOISTURE_IN,1,MAINTAINED_WITH,BOARD_RETAINS_MOISTURE,PRESERVES_CONDITION
0,RETAINS_WHITENESS_METHOD,1,MAINTAINED_WITH,BOARD_RETAINS_MOISTURE,PRESERVES_CONDITION
0,WHITE_COLOR_PRESERVED,1,MAINTAINED_WITH,BOARD_RETAINS_MOISTURE,PRESERVES_CONDITION
1,IS_USED_IN,17,IS_USED_IN,IS_USED_IN,UTILIZES_EQUIPMENT_OR_MATERIALS
1,IS_USED_FOR,7,IS_USED_IN,IS_USED_IN,UTILIZES_EQUIPMENT_OR_MATERIALS
1,USED_WITH,7,IS_USED_IN,IS_USED_IN,UTILIZES_EQUIPMENT_OR_MATERIALS
1,USES_EQUIPMENT,7,IS_USED_IN,IS_USED_IN,UTILIZES_EQUIPMENT_OR_MATERIALS
1,IS_USED_BY,6,IS_USED_IN,IS_USED_IN,UTILIZES_EQUIPMENT_OR_MATERIALS
1,EQUIPPED_WITH,5,IS_USED_IN,IS_USED_IN,UTILIZES_EQUIPMENT_OR_MATERIALS
1,USED_FOR_BASE_OF,2,IS_USED_IN,IS_USED_IN,UTILIZES_EQUIPMENT_OR_MATERIALS
1,USED_IN_RECIPE,2,IS_USED_IN,IS_USED_IN,UTILIZES_EQUIPMENT_OR_MATERIALS
1,USES,2,IS_USED_IN,IS_USED_IN,UTILIZES_EQUIPMENT_OR_MATERIALS
1,WORKS_AT,2,IS_USED_IN,IS_USED_IN,UTILIZES_EQUIPMENT_OR_MATERIALS
1,APPLIED_WITH,1,IS_USED_IN,IS_USED_IN,UTILIZES_EQUIPMENT_OR_MATERIALS
1,CONSUMED_DURING,1,IS_USED_IN,IS_USED_IN,UTILIZES_EQUIPMENT_OR_MATERIALS
