cluster_id,representative_llm,representative_llm_free,representative,total_count,members
0,PLANTED_IN,THIS_APPEARS_TO_BE_A_LIST_OF_RELATIONSHIPS_OR_PREDICATES_EXTRACTED_FROM_A_DATASET_LIKELY_RELATED_TO_AGRICULTURE_OR_FARMING,PLANTED_IN,1646,841
3,REPLACED_BY,DIFFERS_FROM,REPLACED_BY,55,47
10,GROWTH_STAGE,GROWTH_STAGE_RELATIONSHIP,HAS_GROWTH_STAGE,39,21
38,REMOVED_FROM,PRUNE_OR_REMOVE,REMOVED_FROM,36,31
8,PREFERRED_FOR,PREFERRED_FOR,PREFERRED_FOR,34,31
18,TRANSPLANTED_TO,TRANSPLANTED_TO,CONTINUE_TO_BE_TRANSPLANTED,32,23
16,PRICED_AT,HAS_PRICE_OR_COST,PRICED_AT,21,11
12,-has_part-relationship,HAS_RELATIONSHIP_WITH,-has_part-relationship,19,13
36,AVAILABLE_IN,SEASONAL_AVAILABILITY,AVAILABLE_IN,19,11
5,USES_MANURE_IN,MANURE_RELATED,USES_TO_MAKE_MULCH,18,14
2,IS_NOT_GROWN,NOT_SUITABLE_FOR_GROWTH,IS_NOT_GROWN,14,12
24,INTRODUCED_CROP_INTO_MARKET_GARDENING,MARKET_GARDENING_RELATED,INTRODUCED_CROP_INTO_MARKET_GARDENING,11,7
26,GERMINATES_WITHIN,GERMINATION_PERIOD,GERMINATES_FOR,10,9
14,LEFT_IN,REMOVED_FROM,LEFT_IN,8,8
35,MANNES_CONTAIN,CONTAIN_MEN,MANNES_CONTAIN,7,2
30,BEARS_APPLES_IN,PEAS_ARE_USED_WITH,BEARS_FRUIT_IN,7,7
4,LOCATION_ASSOCIATION,LOCATION_ASSOCIATION,IS_A_NATIVE_OF,6,6
17,HAS_CROSSBEAM_CONNECTING_TIMBERS,USES_TIMBERS_OR_STAKES_FOR_SUPPORT,HAS_TIMBER_SUPPORTS,5,5
9,BLANCHES_FROM,BLANCHING_RELATED,BLANCHED_USING,5,4
6,IS_A_MEMBER_OF,RECEIVED_BY,RECIPIENT_OF,5,5
19,DIFFERS_IN_RUNNIG_FROM,DIFFERS_FROM,DIFFERS_IN_RUNNIG_FROM,4,1
1,COSTS_ASSOCIATED_WITH_EQUIPMENT,EQUIPMENT_COSTS,COSTS_ASSOCIATED_WITH_EQUIPMENT,4,3
20,SPRING_CHERVIL_CULTIVATED_WITH,SEASONAL_CHERVIL_ACTIVITY,WINTER_CHERVIL_SOWN_IN,4,4
22,AFFECTED_BY_COMPETITION_FROM_OUTSIDE_REGION,COMPETITION_FROM_EXTERNAL_FACTORS,AFFECTED_BY_COMPETITION_FROM_OUTSIDE_REGION,3,3
7,ASSOCIATED_WITH_GARDENS_IN_PARIS,ASSOCIATED_WITH_EVENTS,JUNE_ASSOCIATED_EVENT,3,3
37,LETTUCE_VARIETY_IS_RELATED_TO,LETTUCE_RELATIONSHIP,LETTUCE_NEVER_REPLACED,3,3
13,PINK_RADISH_GROWN_IN_LOCATIONS,RADISH_ORIGINATED_FROM,RADISH_GROWN_AND_WATERED,3,3
25,COOPER_CINNAMON_USED_IN_LEAD_PIPE_END,LEAD_PIPE_MATERIAL_OR_ALTERNATIVE,LEAD_PIPE_MADE_OF,3,3
15,PEST_FEAR_HEAT,CONTAIN_HARMFUL_SUBSTANCE,PEST_FEAR_HEAT,2,2
23,COLLAR_SUNK_INTO_GROUND,COLLAR_POSITION,COLLAR_SUNK_INTO_GROUND,2,1
29,BELL_MARKED_AT,BELL_RELATED_INFO,BELL_MARKED_AT,2,2
11,ESTABLISHED_IN,FOUNDED,FOUNDED_PRIZE,2,2
28,PICKED_BEFORE_RIPENING_ON_VINE,BEFORE_RIPENING_ON_VINE,LONG_BEFORE_RIPENING_ON_VINE,2,2
39,CABBAGE_POMMENT_AGE,CABBAGE_HARVESTING_AGE,CABBAGE_POMMENT_AGE,1,1
21,GEUREA_FAMILY_CONTAINS,FAMILY_RELATIONSHIP,GEUREA_FAMILY_CONTAINS,1,1
33,PERSIL_IS_SUBTYPE_OF,IS_SUBTYPE_OF,PERSIL_IS_SUBTYPE_OF,1,1
31,MORE_SUCCESSFUL_IN_OCTOBER_THAN_SPRING,MONTHLY_COMPARISON_OF_SUCCESS,MORE_SUCCESSFUL_IN_OCTOBER_THAN_SPRING,1,1
32,RARELY_MARRY_OUTSIDE_OF,INTERMARRIAGE_PATTERN,RARELY_MARRY_OUTSIDE_OF,1,1
34,WATERCRESS_SORREL_RELATED_TO,RELATED_TO_GREENS,WATERCRESS_SORREL_RELATED_TO,1,1
27,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,COLOR_VARIETY_OF_ASPARAGUS,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,1,1
