cluster_id,name,count,representative,representative_llm,representative_llm_free
0,JUNE_ASSOCIATED_EVENT,1,JUNE_ASSOCIATED_EVENT,JUNE_ASSOCIATED_EVENT,SEASONAL_ASSOCIATION
0,SPRING_ASSOCIATED_EVENTS,1,JUNE_ASSOCIATED_EVENT,JUNE_ASSOCIATED_EVENT,SEASONAL_ASSOCIATION
1,GROWN_IN,81,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_IN,29,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_DURING,9,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_UNDER,6,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_DURING,5,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_ON,4,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,PLANTED_UNDER,4,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED,3,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_ON,3,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_BY,3,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_WITH,3,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_UNDER,3,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,PLANTED_DURING,3,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CROP_GROWN,2,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_AS,2,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_AT,2,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_BY,2,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_IN,2,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_UNTIL,2,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_USING,2,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_FROM,2,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_TO,2,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,PLANTED_IN_SEASON,2,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,ALLOWED_TO_GROW,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CAN_BE_GROWN_AGAIN_IN,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,COMMONLY_GROWN_DURING,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CROP_GROWN_AT,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CROP_GROWN_FOR,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CROP_GROWN_FROM,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CROP_PLANTED,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_FOR,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_FROM,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_TOGETHER,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_USING_FORCED_CULTIVATION_METHOD,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_WITH,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,CULTIVATED_WITH_TOOL,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,DEVELOPS_INTO,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_AROUND,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_AS,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_AT,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_FOR,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_IN.SEASON,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_IN_CLOSE_PROXIMITY_TO,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_IN_CONDITION,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_IN_FRAMES,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_IN_MONTHS_OF_THE_YEAR,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_IN_SEASON,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_NEAR,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_SIMILARLY_TO,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_TO_LENGTH,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWN_UNDER_STRUCTURE,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_AT_HEIGHT,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_AT_HEIGHT_OF,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_FAST,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_FROM,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_INTO_FRUIT,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_IN_CONDITIONS_OF,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_IN_SEASON,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_IN_WIDTH,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_ON,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_TO_HEIGHT,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,GROWS_TO_HEIGHT_OF,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,HAS_CROP,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,IS_GROWN_FOR_FORCED_CULTIVATION,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,IS_GROWN_IN,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,NATURALLY_GROWS_IN,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,RAISED_WITH,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,SOWN_IN_SEASON_OF,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,USED_IN_GROWTH_OF,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
1,USED_TO_GROW,1,GROWN_IN,GROWN_IN,GROWN_IN_OR_ON
2,CONSISTS_OF_SOIL_AND_MANURE,1,USES_MANURE_IN,USES_MANURE_IN,MANURES_ASSOCIATED_WITH
2,COVERED_WITH_MANURE,1,USES_MANURE_IN,USES_MANURE_IN,MANURES_ASSOCIATED_WITH
2,MANURE_LAYERED_OVER,1,USES_MANURE_IN,USES_MANURE_IN,MANURES_ASSOCIATED_WITH
2,MANURE_PREPARATION,1,USES_MANURE_IN,USES_MANURE_IN,MANURES_ASSOCIATED_WITH
2,PROCESSES_MANURE_IN,1,USES_MANURE_IN,USES_MANURE_IN,MANURES_ASSOCIATED_WITH
2,USES_MANURE_IN,1,USES_MANURE_IN,USES_MANURE_IN,MANURES_ASSOCIATED_WITH
3,NEW_CROP_AVAILABLE,4,NEW_CROP_AVAILABLE,NEW_CROP_AVAILABLE,CROP_AVAILABILITY
