cluster_id,representative_llm,representative_llm_free,representative,total_count,members
1,GROWN_IN,GROWN_IN_OR_ON,GROWN_IN,223,70
31,PLANTED_IN,PLANTING_RELATIONSHIP,PLANTED_IN,176,44
6,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY,123,25
10,USED_WITH,USED_FOR,USED_WITH,79,27
9,REQUIRES,REQUIRES,REQUIRES,54,31
86,HARVESTED_IN,HARVESTING,HARVESTED_FROM,51,24
18,COVERED_WITH,COVERED_WITH,COVERED_WITH,50,12
29,LOCATED_IN,LOCATED_IN_OR_AT,LOCATED_IN,39,17
39,WATERED_WITH,WATERING_RELATIONSHIP,WATERED_WITH,35,23
75,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTED_IN_MONTH,33,18
21,GROWTH_STAGE,GROWTH_STAGE_RELATED_TO,HAS_GROWTH_STAGE,31,14
173,RELATED_TO,RELATED_TO,RELATED_TO,29,9
19,SOWN_IN,SOWN_IN,SOWN_IN,28,13
324,TREATED_WITH,TREATED_WITH,TREATED_WITH,26,5
129,CROP_VARIETY,CROP_VARIETY_INFORMATION,CROP_TYPE,24,8
11,HAS_COMPONENT,HAS_COMPONENT,HAS_VARIETY,24,13
8,PROTECTED_FROM,PROTECTED_BY,PROTECTED_FROM,21,14
26,MENTIONED_ALONGSIDE,MENTIONED_WITH,MENTIONED_ALONGSIDE,20,6
63,CONTAINS,CONTAINS,CONTAINS,18,9
134,PLANTING_DATE,PLANTING_DATE,HAS_PLANTING_DATE,18,13
32,PLANTED_AFTER,GROWS_AFTER,PLANTED_AFTER,16,6
43,SIMILAR_TO,SIMILARITY_RELATIONSHIP,SAME_SPECIES_AS,16,12
60,EQUIPPED_WITH,EQUIPPED_WITH_OR_USES_EQUIPMENT,EQUIPPED_WITH,16,11
144,REPLACED_BY,REPLACEMENT_RELATIONSHIP,REPLACED_BY,15,10
95,IS_VARIETY_OF,VARIETY_OF,IS_VARIETY_OF,15,5
27,TRANSPLANTED_INTO,TRANSPLANTED_TO,ARE_TRANSPLANTED_INTO_NURSERY,14,10
14,USED_AS_FERTILIZER,IRRIGATION_AND_CULTIVATION_METHODS,IRRIGATION_METHOD,13,11
7,AFFECTS,AFFECTS,AFFECTS,13,11
44,FOLLOWED_BY,FOLLOWS,FOLLOWS_LAYERS,12,6
47,DIFFERS_FROM,DIFFERS_FROM,HAS_DIFFERENT_CHARACTERISTICS_THAN,12,11
101,DERIVED_FROM,ORIGINATED_FROM,MADE_FROM,12,9
15,IS_TYPE_OF,CATEGORY_OF,IS_TYPE_OF,11,2
5,HAS_CHARACTERISTIC,HAS_CHARACTERISTIC,SEED_CHARACTERISTIC,11,9
64,AFFECTED_BY_PEST,AFFECTED_BY_PEST,PEST_AFFECTED_BY,11,6
35,READY_FOR,READY_FOR_USE,PICKED_AND_READY,11,9
88,REMOVED_FROM,REMOVED_FROM_SOMETHING,REMOVED_FROM,10,7
205,PREFERRED_FOR,PREFERRED_CONDITION,PREFERRED_FOR,10,8
152,SOIL_TYPE_RELATIONSHIP,SOIL_TYPE_RELATIONSHIP,SOIL_TYPE_FOR_CROP,10,8
289,PREFERRED_SOIL_CONDITION,SOIL_CONDITION,SOIL_CONDITION,9,9
96,PEST_AFFECTS_CROP,ENVIRONMENTAL_FACTOR_AFFECTS_CROP,PEST_AFFECTS_CROP,9,4
162,RAISED_ON,RAISED_AT_OR_ABOVE_LOCATION,RAISED_ON,8,7
94,STORED_IN,CONTAINED_IN,STORED_IN,8,3
298,AVAILABLE_IN,AVAILABLE_IN_LOCATION,AVAILABLE_IN,8,2
332,IS_PART_OF,PART_OF,IS_PART_OF,8,3
36,EXPOSED_TO,EXPOSED_TO_AIR,EXPOSED_TO,8,8
66,HAS_PRUNING_PRACTICE,PRUNING_RELATION,PRUNED_AT,8,8
132,PRODUCES,PRODUCES_OUTPUT,PRODUCES,8,5
167,PREPARATION_METHOD,PREPARATION_RELATION,PREPARED_IN,7,7
113,ARE_WARMED_UP_FROM_MONTH,HEAT_SOURCE_RELATION,ARE_WARMED_UP_FROM_MONTH,7,6
71,MANNES_CONTAIN,CONTAIN_MEN,MANNES_CONTAIN,7,2
41,CONTINUE_TO_BE_TRANSPLANTED,TRANSPLANT_STATUS,CONTINUE_TO_BE_TRANSPLANTED,7,2
51,BENEFICIAL_FOR,BENEFICIAL_FOR,RECOMMENDED_FOR,7,6
107,SPACED_APART,SPACED_RELATIONSHIP,SPACED_AT,7,7
87,PRACTICED_IN,PRACTICES_AT,PRACTICED_IN,7,6
61,PRICED_AT,VALUED_AT,PRICED_AT,6,2
2,USES_MANURE_IN,MANURES_ASSOCIATED_WITH,USES_MANURE_IN,6,6
23,HAS_LEAVES,PLANT_CHARACTERISTICS,PLANTS_IN,6,6
204,CUT_BY,CUT_BY_MEANS_OF,CUT_AT,6,5
46,IS_NOT_GROWN,NOT_GROWN,IS_NOT_GROWN,6,4
67,MIXED_WITH,MIXED_WITH,MIXED_WITH,6,3
126,GROWN_IN_SPECIFIC_REGIONS_OR_SETTINGS,GROWN_UNDER_SPECIFIC_CONDITIONS,PLANTED_UNDER_SPECIFIC_CONDITIONS,6,4
76,BELONGS_TO,BELONGS_TO,BELONGS_TO,6,5
16,SELECTED_FROM,SELECTED_OR_PICKED,SELECTED_FROM,6,6
68,HAS_COST,HAS_COST,COSTS,6,3
17,SUPPORTED_BY,SUPPORTED_BY,SUPPORTED_BY,6,4
22,HAS_TIME_TO_MATURITY,MATURITY_DATE,HAS_TIME_TO_MATURITY,5,4
74,CARRIES,CARRYING_RELATION,CARRIES,5,3
49,TEMPORAL_RELATIONSHIP,TEMPORAL_ASSOCIATION,TEMPORAL_RELATIONSHIP,5,3
12,SENSITIVE_TO_FROST,AFFECTED_BY_WEATHER_CONDITIONS,AFFECTED_BY_SNOW,5,5
3,NEW_CROP_AVAILABLE,CROP_AVAILABILITY,NEW_CROP_AVAILABLE,5,2
185,HAS_RELATIONSHIP_WITH,HAS_RELATIONSHIP,-has_part-relationship,5,3
142,PUBLISHED_BY,CREATED_BY,AUTHORED_BY,5,3
198,HAS_FRAME,HAS_FRAME,HAS_FRAME,5,5
240,FARMING_PRACTICE,RELATED_TO_FARMING_PRACTICE,FARMING_PRACTICE_RELATED,5,4
37,ARRANGED_IN,ARRANGED_IN_OR_ON,ARRANGED_IN,5,5
103,IS_GROWN_BY_MARKET_GARDENERS_IN_LOCATION,MARKET_GARDENING_RELATED_TO_LOCATION_OR_PROVINCE,IS_GROWN_BY_MARKET_GARDENERS_IN_LOCATION,5,3
70,REQUIRES_TO_GROW,REQUIRES_FOR_GROWTH,IS_NEEDED_TO_FERTILIZE,5,4
57,TRANSPORTED_BY,TRANSPORTATION_METHOD,CAN_BE_TRANSPORTED_UNDER,4,3
73,IMPROVES_SOIL_FERTILITY,SOIL_IMPROVEMENT,SOIL_IMPROVED_WITH,4,4
77,USES_TO_MAKE_MULCH,MULCH_INPUT_RELATION,USES_TO_MAKE_MULCH,4,2
20,SPRING_CHERVIL_CULTIVATED_WITH,SEASONAL_CHERVIL_ACTIVITY,WINTER_CHERVIL_SOWN_IN,4,4
130,GERMINATES_FOR,GERMINATION_SITE,GERMINATES_FOR,4,3
123,IS_LESS_ACIDIC_THAN,COMPARE_BY_DEGREE,LESS_COMMON_THAN,4,4
153,REQUIRES_SEED_QUANTITY,SEED_REQUIREMENT,SEED_PRODUCTION_PREREQUISITE,4,2
48,SUPERIOR_TO,SUPERIORITY_RELATIONSHIP,SUPERIOR_TO,4,3
168,INFECTED_BY,INFECTED_BY,INFECTS,4,4
81,SEASONAL_AVAILABILITY,SEASONAL_AVAILABILITY,SEASONAL_AVAILABILITY,4,2
133,IS_TOPPED_AT_STAGE,TOPPED_AT_OR_DURING_STAGE,IS_TOPPED_AT_STAGE,4,3
328,DIFFERS_IN_RUNNIG_FROM,DIFFERS_FROM,DIFFERS_IN_RUNNIG_FROM,4,1
147,DIVIDED_INTO,DIVIDED_BY,SPLIT_INTO,4,4
40,CONVERTED_TO,MOVED_TO,MOVED_FROM,4,4
154,INTRODUCED_CROP_INTO_MARKET_GARDENING,INTRODUCE_ITEM_TO_MARKET_GARDENING,INTRODUCED_CROP_INTO_MARKET_GARDENING,4,2
28,SLOPES_TOWARDS_DIRECTION_OF,ORIENTATION_RELATIVE_TO_DIRECTION,SLOPED_TO_SOUTH,4,4
62,CARROT_IS_COVERED_WITH,CARROT_IS_LOCATED_IN_OR_ON,CARROT_IS_SOWN_IN,4,4
180,CAUSES,CAUSE_OF,CAUSES_CONDITION,4,3
54,REMOVES,REMOVES_SOMETHING,REMOVES,4,3
331, COMPARED_TO,COMPARED_TO, COMPARED_TO,3,3
145,HAS_ROOT,HAS_ROOT,HAS_ROOT,3,3
151,STRENGTHENED_OVER,IMPROVED_BY,IMPROVED_WITH,3,3
118,HAVE_COMMON_PARTS,HAVE_COMMON_EDIBLE_PARTS,HAVE_COMMON_PARTS,3,2
82,USED_BEFORE,USED_IN_PAST,USED_TO_PREVENT,3,2
72,PRECEDES,PRECEDES,PRECEDES,3,3
105,HARROWED_WITH,ATTACKED_WITH,STONED_WITH,3,3
