cluster_id,representative_llm,representative_llm_free,representative,total_count,members
70,PLANTED_IN,PLANTED_AT_OR_IN,PLANTED_IN,126,12
35,GROWN_IN,GROWN_IN_OR_ON_SOMETHING,GROWN_IN,98,12
147,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY,90,7
18,USED_WITH,USED_WITH_SOMETHING,USED_WITH,57,8
112,COVERED_WITH,COVERED_WITH,COVERED_WITH,45,7
37,HARVESTED_FROM,HARVESTING_TIME,HARVESTED_FROM,43,17
34,GROWS_IN,GROWS_IN,GROWS_IN,39,10
149,RELATED_TO,RELATED_TO,RELATED_TO,25,5
46,SOWN_IN,SOWN_IN,SOWN_IN,24,9
27,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTED_IN_MONTH,22,11
113,TREATED_WITH,TREATED_WITH,TREATED_WITH,21,2
29,CULTIVATED,CULTIVATION_RELATION,CULTIVATED,21,12
42,REQUIRES,REQUIRES_RELATIONSHIP,REQUIRES,21,4
49,GROWTH_STAGE,GROWTH_STAGE_RELATION,HAS_GROWTH_STAGE,20,5
41,AFFECTED_BY_WEATHER_CONDITIONS,AFFECTED_BY_CONDITION,AFFECTED_BY_WEATHER_CONDITIONS,19,7
23,LOCATED_IN,LOCATED_IN,LOCATED_IN,17,4
98,MENTIONED_ALONGSIDE,MENTIONED_WITH,MENTIONED_ALONGSIDE,17,3
82,PROTECTED_FROM,PROTECTION_RELATION,PROTECTED_FROM,15,8
26,PLANTED_WITH,PLANTED_WITH,PLANTED_WITH,14,3
8,IS_VARIETY_OF,VARIETY_OF,IS_VARIETY_OF,14,4
65,GROWN_UNDER,GROWS_UNDER_SOMETHING,GROWN_UNDER,14,4
80,PLANTED_AFTER,GROWS_AFTER,PLANTED_AFTER,14,4
76,WATERED_BY,WATERED_WITH,WATERED_WITH,14,7
63,PLACED_ON,PLACED_AT,PLACED_IN,13,4
32,CONTAINS,CONTAINS,CONTAINS,13,5
12,REPLACED_BY,REPLACEMENT_RELATIONSHIP,REPLACED_BY,10,5
117,CROP_VARIETY,CROP_VARIETY_RELATIONSHIP,CROP_VARIETY,10,2
93,GROWS_DURING,GROWS_DURING,GROWS_DURING,10,2
2,PLANTING_DATE,PLANTING_DATE,HAS_PLANTING_DATE,10,7
324,IS_TYPE_OF,INSTANCE_OF,IS_TYPE_OF,9,1
97,REQUIRES_WATERING,REQUIRES_WATERING,REQUIRES_WATERING,9,7
1,REMOVED_ON,REMOVED_AT_OR_AFTER_EVENT,REMOVED_FROM,9,6
111,HAS_COMPONENT,HAS_COMPONENT,HAS_COMPONENT,9,5
127,AFFECTED_BY_PEST,AFFECTED_BY_PEST,PEST_AFFECTED_BY,9,4
665,PLANTED_DURING,PLANTED_OR_CULTIVATED_DURING,CULTIVATED_DURING,8,2
74,HAS_VARIETY,HAS_VARIETY_OR_SPECIES,HAS_VARIETY,8,3
61,PEST_AFFECTS_CROP,CONDITION_AFFECTS_CROP,PEST_AFFECTS_CROP,8,3
9,TRANSPLANTED_TO,TRANSPLANTED_TO,TRANSPLANTED_TO,8,6
73,AVAILABLE_IN,AVAILABLE_IN_LOCATION,AVAILABLE_IN,8,2
13,PLANTED_IN_ROWS,PLANTED_IN_ARRANGEMENT,PLANTED_IN_ROWS,8,6
40,IS_PART_OF,PART_OF,IS_PART_OF,8,3
79,CROP_VARIEGES,CROP_VARIETY,CROP_VARIEGES,7,4
125,DIFFERS_FROM,DIFFERS_FROM,HAS_DIFFERENT_CHARACTERISTICS_THAN,7,6
403,CONTINUE_TO_BE_TRANSPLANTED,CONTINUE_TRANSPLANTATION,CONTINUE_TO_BE_TRANSPLANTED,6,1
33,REQUIRES_PROTECTION_FROM,REQUIRES_PROTECTION_FROM,REQUIRES_PROTECTION_FROM,6,4
136,CROP_GROWN,CROP_RELATIONSHIP,CROP_GROWN,6,5
150,STORED_IN,STORED_IN,STORED_IN,6,2
267,GROWN_IN_SEASON,GROWN_IN_SEASON,PLANTED_IN_SEASON,6,5
83,MADE_FROM,DERIVED_FROM,MADE_FROM,6,3
651,CROP_TYPE,CROP_INFORMATION,CROP_TYPE,6,1
151,PREFERRED_FOR,PREFERRED_FOR,PREFERRED_FOR,6,4
638,MANNES_CONTAIN,CONTAINS_MALE,MANNES_CONTAIN,6,1
62,GROWN_IN_SPECIFIC_REGIONS_OR_SETTINGS,GROWN_UNDER_SPECIFIC_CONDITIONS,PLANTED_UNDER_SPECIFIC_CONDITIONS,6,4
55,SPACED_APART,SPACED_RELATION,SPACED_AT,6,6
261,EQUIPPED_WITH,EQUIPPED_WITH,EQUIPPED_WITH,6,3
102,SOIL_TYPE_FOR_CROP,SOIL_TYPE_RELATION_TO_CROP,SOIL_TYPE_FOR_CROP,5,4
244,CUT_WITH,CUT_BY_MEANS_OF,CUT_AT,5,4
78,DISEASE_AFFECTED_BY,AFFECTED_BY_DISEASE,DISEASE_AFFECTED_BY,5,3
11,PRACTICED_IN,PRACTICED_BY,PRACTICED_IN,5,4
10,REQUIRES_EQUIPMENT,REQUIRES_SOMETHING,REQUIRES_EQUIPMENT,5,3
124,SAME_SPECIES_AS,SAME_AS,SAME_SPECIES_AS,5,3
496,PRICED_AT,HAS_PRICE,PRICED_AT,5,1
437,FOLLOWS_LAYERS,FOLLOWS_IN_ORDER,FOLLOWS_LAYERS,5,1
51,MIXED_WITH,COMBINED_WITH,MIXED_WITH,5,2
24,PICKED_AND_READY,READY_STATUS,PICKED_AND_READY,5,4
152,IRRIGATION_METHOD,IRRIGATION_METHOD,IRRIGATION_METHOD,5,4
7,PUBLISHED_BY,CREATED_BY,AUTHORED_BY,5,3
121,BELONGS_TO,BELONGS_TO_GROUP,BELONGS_TO,5,4
44,PRODUCES,PRODUCES_FOOD_OR_PLANT_MATERIAL,PRODUCES,5,3
263,AFFECTS_GROWTH,AFFECTS_GROWTH,AFFECTS_CROP,5,5
91,USES_EQUIPMENT,EQUIPMENT_USAGE,USES_EQUIPMENT,5,3
89,CAUSES,CAUSE_OF,CAUSES_CONDITION,4,3
54,PREFERRED_SOIL_CONDITION,PREFERRED_GROWING_CONDITIONS,PREFERED_SOIL_CONDITION,4,4
142,WARMED_BY,WARMED_BY,ARE_WARMED_UP_FROM_MONTH,4,3
145,SEED_CHARACTERISTIC,SEED_CHARACTERISTIC,SEED_CHARACTERISTIC,4,2
47,SUPPORTED_BY,SUPPORTED_BY,SUPPORTED_BY,4,2
20,USED_IN_PRACTICE,USED_IN_CONTEXT,USED_IN_PROCESS,4,3
129,FOLLOWED_BY,SEQUENCE_RELATIONSHIP,FOLLOWED_BY,4,2
19,AFFECTS,AFFECTS,AFFECTS,4,2
290,USED_IN_PLANTING,USED_FOR_PLANTING,USED_IN_PLANTING,4,4
104,FARMING_PRACTICE,FARMING_PRACTICE_RELATED,FARMING_PRACTICE_RELATED,4,3
216,BENEFICIAL_FOR,BENEFITS,IS_GOOD_FOR,4,4
30,CARROT_IS_COVERED_WITH,CARROT_IS_LOCATED_IN_OR_ON,CARROT_IS_SOWN_IN,4,4
322,PLANTED_IN_NOVEMBER,PLANTING_MONTH,PLANTED_IN_NOVEMBER,4,1
57,ORIGINATED_FROM,ORIGINATES_FROM,ORIGINATED_IN,4,4
148,GROWTH_STAGE_TRANSITION,GROWTH_STAGE_TRANSITION,GROWTH_STAGE_TRANSITION,4,3
366,NEW_CROP_AVAILABLE,NEW_ITEM_AVAILABLE,NEW_CROP_AVAILABLE,4,1
252,PLANTED_ON_DATE,PLANTING_DATE,SOWN_IN_GROUND_BEFORE_DATE,4,3
154,INTRODUCED_CROP_INTO_MARKET_GARDENING,INTRODUCE_ITEM_TO_MARKET_GARDENING,INTRODUCED_CROP_INTO_MARKET_GARDENING,4,2
160,CONTAINS_SPECIES,CONTAINS_TAXA,CONTAINS_SPECIES,4,2
306,NEED_ATTENTION,REQUIRES_ATTENTION,NEED_ATTENTION,4,3
162,RAISED_WITH,RAISED_WITH,GROWN_WITH,4,2
3,DIVIDED_INTO,DIVIDED_BY,SPLIT_INTO,4,4
