cluster_id,name,count,representative,representative_llm,representative_llm_free
0,EXPOSED_TO_AIR_AROUND,1,EXPOSED_TO_AIR_AROUND,EXPOSED_TO_AIR_BY_MEANS_OF,EXPOSED_TO_AIR
0,EXPOSED_TO_AIR_BY_MEANS_OF,1,EXPOSED_TO_AIR_AROUND,EXPOSED_TO_AIR_BY_MEANS_OF,EXPOSED_TO_AIR
1,PREFERRED_OVER,2,PREFERRED_OVER,PREFERRED_OVER,PREFERRED_IN_OR_OVER
1,IS_PREFERRED_IN,1,PREFERRED_OVER,PREFERRED_OVER,PREFERRED_IN_OR_OVER
2,PLANTED_IN,100,PLANTED_IN,PLANTED_IN,PLANTED_AT
2,PLANTED_AT,6,PLANTED_IN,PLANTED_IN,PLANTED_AT
2,PLANTED_ON,5,PLANTED_IN,PLANTED_IN,PLANTED_AT
3,RAISED_ON,2,RAISED_ON,RAISED_ON,RAISED_FROM
3,RAISED_ABOVE,1,RAISED_ON,RAISED_ON,RAISED_FROM
4,SPACED-apart,1,SPACED-apart,SPACED_APART,SPACED_APART
4,SPACED_APART,1,SPACED-apart,SPACED_APART,SPACED_APART
4,SPACED_BY_DISTANCE,1,SPACED-apart,SPACED_APART,SPACED_APART
5,CROP_GROWN_FOR,1,CROP_GROWN_FOR,CULTIVATED_FOR,GROWN_FOR_PURPOSE
5,CULTIVATED_FOR,1,CROP_GROWN_FOR,CULTIVATED_FOR,GROWN_FOR_PURPOSE
6,WATERED_WITH,4,WATERED_WITH,WATERED_BY,WATERED_WITH_OR_BY
6,WATERED_BY,3,WATERED_WITH,WATERED_BY,WATERED_WITH_OR_BY
6,WATERED_IN,3,WATERED_WITH,WATERED_BY,WATERED_WITH_OR_BY
6,WATERED_ON,1,WATERED_WITH,WATERED_BY,WATERED_WITH_OR_BY
7,GROWN_BY,3,GROWN_BY,GROWN_FOR,GROWN_FOR_OR_BY
7,GROWN_FOR,1,GROWN_BY,GROWN_FOR,GROWN_FOR_OR_BY
8,HAS_VARIETY,6,HAS_VARIETY,HAS_VARIETY,HAS_VARIETY
8,HAS_VARIETIES,1,HAS_VARIETY,HAS_VARIETY,HAS_VARIETY
9,CUT_BY,1,CUT_BY,CUT_WITH,CUT_USING
9,CUT_WITH,1,CUT_BY,CUT_WITH,CUT_USING
10,CROP_VARIEIES,2,CROP_VARIEIES,CROP_VARIEIES,CROP_VARIETY
10,CROP_VARIEYT,1,CROP_VARIEIES,CROP_VARIEIES,CROP_VARIETY
11,CAN_BE_HARVESTED_IN_SUMMER,1,HARVESTED_IN_SEASON,HARVESTED_IN_SEASON,HARVESTING_TIME
11,HARVESTED_IN_SEASON,1,HARVESTED_IN_SEASON,HARVESTED_IN_SEASON,HARVESTING_TIME
12,RELATED_TO,13,RELATED_TO,RELATED_TO,RELATED_TO
12,RELATES_TO,4,RELATED_TO,RELATED_TO,RELATED_TO
12,IS_RELATED_TO,2,RELATED_TO,RELATED_TO,RELATED_TO
13,CULTIVATED_ON,3,CULTIVATED_ON,CULTIVATED_IN,CULTIVATED_AT
13,CULTIVATED_AT,2,CULTIVATED_ON,CULTIVATED_IN,CULTIVATED_AT
13,CULTIVATED_IN,2,CULTIVATED_ON,CULTIVATED_IN,CULTIVATED_AT
14,HARVESTED_FROM,13,HARVESTED_FROM,HARVESTED_FROM,HARVESTED_FROM_OR_IN
14,HARVESTED_IN,10,HARVESTED_FROM,HARVESTED_FROM,HARVESTED_FROM_OR_IN
14,HARVESTED_AT,5,HARVESTED_FROM,HARVESTED_FROM,HARVESTED_FROM_OR_IN
14,IS_HARVESTED_IN,2,HARVESTED_FROM,HARVESTED_FROM,HARVESTED_FROM_OR_IN
14,IS_HARVESTED_BY,1,HARVESTED_FROM,HARVESTED_FROM,HARVESTED_FROM_OR_IN
15,COVERED_WITH_SOIL,1,FILLED_WITH_SOIL,FILLED_WITH_SOIL,COVERED_OR_FILLED_WITH_SUBSTANCE
15,FILLED_WITH_SOIL,1,FILLED_WITH_SOIL,FILLED_WITH_SOIL,COVERED_OR_FILLED_WITH_SUBSTANCE
16,HARVESTED_ON_DATE,1,HARVESTED_ON_DATE,HARVESTED_ON_DATE,HARVESTED_ON_DATE
16,HARVESTED_ON_END_DATE,1,HARVESTED_ON_DATE,HARVESTED_ON_DATE,HARVESTED_ON_DATE
17,REQUIRES_PROTECTION_FROM,3,REQUIRES_PROTECTION_FROM,REQUIRES_PROTECTION_FROM,REQUIRES_PROTECTION
17,NEEDS_PROTECTION,1,REQUIRES_PROTECTION_FROM,REQUIRES_PROTECTION_FROM,REQUIRES_PROTECTION
18,CULTIVATED_BY,2,CULTIVATED_BY,CULTIVATED_BY,CULTIVATION_SOURCE
18,CULTIVATED_FROM,1,CULTIVATED_BY,CULTIVATED_BY,CULTIVATION_SOURCE
19,GROWN_WITH,3,GROWN_WITH,RAISED_WITH,RAISED_WITH
19,RAISED_WITH,1,GROWN_WITH,RAISED_WITH,RAISED_WITH
20,PROTECTED_FROM,6,PROTECTED_FROM,PROTECTED_FROM,PROTECTED_FROM
20,IS_PROTECTED_FROM,1,PROTECTED_FROM,PROTECTED_FROM,PROTECTED_FROM
20,PROTECTED_AGAINST,1,PROTECTED_FROM,PROTECTED_FROM,PROTECTED_FROM
21,REMOVED_FROM,3,REMOVED_FROM,REMOVED_FROM,REMOVED_AT
21,REMOVED_ON,1,REMOVED_FROM,REMOVED_FROM,REMOVED_AT
22,CONTAIN,1,CONTAIN,CONTAIN,CONTAINS
22,CONTAINING,1,CONTAIN,CONTAIN,CONTAINS
23,GROWN_AFTER,2,GROWN_AFTER,GROWS_AFTER,GROWS_AFTER
23,GROWS_AFTER,1,GROWN_AFTER,GROWS_AFTER,GROWS_AFTER
24,USED_FOR,10,USED_FOR,USED_IN,USED_BY
24,USED_IN,9,USED_FOR,USED_IN,USED_BY
24,USED_ON,2,USED_FOR,USED_IN,USED_BY
25,CROP_PREFERENCE_LOCATION,1,PREFERRED_CROP_LOCATION,PREFERRED_CROP_LOCATION,PREFERRED_CROP_LOCATION
25,PREFERRED_CROP_LOCATION,1,PREFERRED_CROP_LOCATION,PREFERRED_CROP_LOCATION,PREFERRED_CROP_LOCATION
26,PLANTED_ALONGSIDE,5,PLANTED_ALONGSIDE,PLANTED_ALONGSIDE,PLANTED_NEARBY
26,PLANTED_NEAR,1,PLANTED_ALONGSIDE,PLANTED_ALONGSIDE,PLANTED_NEARBY
27,PROTECTED_AGAINST_WEATHER,1,PROTECTED_AGAINST_WEATHER,PROTECTED_FROM_WEATHER_CONDITION,PROTECTED_FROM_WEATHER
27,PROTECTED_FROM_WEATHER_CONDITION,1,PROTECTED_AGAINST_WEATHER,PROTECTED_FROM_WEATHER_CONDITION,PROTECTED_FROM_WEATHER
28,IS_PROTECTED_BY,2,PROTECTED_WITH,PROTECTED_BY,PROTECTED_BY
28,PROTECTED_WITH,2,PROTECTED_WITH,PROTECTED_BY,PROTECTED_BY
28,PROTECTED_BY,1,PROTECTED_WITH,PROTECTED_BY,PROTECTED_BY
29,CULTIVATED_USING,2,CULTIVATED_USING,CULTIVATED_WITH,CULTIVATED_BY_MEANS_OF
29,CULTIVATED_WITH,1,CULTIVATED_USING,CULTIVATED_WITH,CULTIVATED_BY_MEANS_OF
30,COVERED_WITH_MANURE,1,COVERED_WITH_MANURE,COVERED_WITH_MANURE,COVERED_IN_MANURE
30,MANURE_LAYERED_OVER,1,COVERED_WITH_MANURE,COVERED_WITH_MANURE,COVERED_IN_MANURE
31,REQUIRES_ADDITIONAL_LABOR,1,REQUIRES_LABOR,REQUIRES_LABOR,REQUIRES_LABOR
31,REQUIRES_LABOR,1,REQUIRES_LABOR,REQUIRES_LABOR,REQUIRES_LABOR
32,IS_NEEDED_TO_FERTILIZE,2,IS_NEEDED_TO_FERTILIZE,IS_NEEDED_TO_FERTILIZE,IS_NEEDED_FOR_FERTILITY
32,IS_NEEDED_TO_MAKE_FERTILE,1,IS_NEEDED_TO_FERTILIZE,IS_NEEDED_TO_FERTILIZE,IS_NEEDED_FOR_FERTILITY
33,PLANTED_IN_MONTH,8,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTED_IN_MONTH
33,ARE_SOWN_IN_MONTH,2,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTED_IN_MONTH
