cluster_id,representative,total_count,members
17,PLANTED_IN,126,12
71,IS_GROWN_IN,98,11
135,CAN_BE_AFFECTED_BY,90,4
21,USED_WITH,57,8
94,IS_COVERED_WITH,45,6
39,HARVESTED_FROM,43,16
3,GROWS_IN,39,8
510,IS_RELATED_TO,25,3
280,CAN_BE_SOWN_IN,24,6
23,CAN_BE_PLANTED_IN_MONTH,22,7
42,REQUIRES,21,4
107,TREATED_WITH,21,2
19,CULTIVATED,21,12
26,HAS_GROWTH_STAGE,20,4
250,AFFECTED_BY_WEATHER_CONDITIONS,19,7
12,IS_LOCATED_IN,17,3
24,MENTIONED_ALONGSIDE,17,3
80,IS_PROTECTED_FROM,15,6
29,IS_A_VARIETY_OF,14,2
67,PLANTED_WITH,14,3
131,GROWN_UNDER,14,4
100,PLANTED_AFTER,14,4
262,WATERED_WITH,14,7
81,PLACED_IN,13,4
192,CONTAINS,13,5
32,IS_REPLACED_BY,10,4
274,CROP_VARIETY,10,2
2,HAS_PLANTING_DATE,10,7
299,GROWS_DURING,10,2
97,REQUIRES_WATERING,9,7
1,REMOVED_FROM,9,6
261,PEST_AFFECTED_BY,9,4
91,IS_TYPE_OF,9,1
225,HAS_COMPONENT,9,5
169,HAS_VARIETY,8,3
10,TRANSPLANTED_TO,8,6
166,CULTIVATED_DURING,8,2
36,AVAILABLE_IN,8,2
38,IS_PART_OF,8,2
13,PLANTED_IN_ROWS,8,6
14,PEST_AFFECTS_CROP,8,3
109,CROP_VARIEGES,7,4
126,HAS_DIFFERENT_CHARACTERISTICS_THAN,7,6
515,MANNES_CONTAIN,6,1
68,CROP_GROWN,6,5
305,PREFERRED_FOR,6,4
253,GROWN_IN.SEASON,6,4
655,CROP_TYPE,6,1
406,CONTINUE_TO_BE_TRANSPLANTED,6,1
381,IS_EQUIPPED_WITH,6,2
62,REQUIRES_PROTECTION_FROM,6,4
75,MADE_FROM,6,3
143,IS_STORED_IN,6,1
37,SPACED-apart,6,5
31,PLANTED_UNDER_SPECIFIC_CONDITIONS,6,4
53,BELONGS_TO,5,4
569,DISEASE_AFFECTED_BY,5,3
435,FOLLOWS_LAYERS,5,1
33,REQUIRES_EQUIPMENT,5,3
93,USES_EQUIPMENT,5,3
27,PICKED_AND_READY,5,4
18,PRACTICED_IN,5,4
114,AFFECTS_THE_GROWTH_OF,5,3
221,MIXED_WITH,5,2
8,AUTHORED_BY,5,3
496,PRICED_AT,5,1
188,CUT_AT,5,4
124,SAME_SPECIES_AS,5,3
132,IRRIGATION_METHOD,5,3
326,PRODUCES,5,3
254,SOIL_TYPE_FOR_CROP,5,4
123,GROWTH_STAGE_TRANSITION,4,3
48,SUPPORTED_BY,4,2
72,AFFECTS,4,2
324,PLANTED_IN_NOVEMBER,4,1
161,CONTAINS_SPECIES,4,2
59,-has_part-relationship,4,2
108,USED_IN_PLANTING,4,4
374,NEW_CROP_AVAILABLE,4,1
599,SOWN_IN_GROUND_BEFORE_DATE,4,3
140,FOLLOWED_BY,4,2
138,FARMING_PRACTICE_RELATED,4,3
137,IS_BENEFICIAL_FOR,4,3
44,CAUSES_CONDITION,4,3
159,GROWN_WITH,4,2
152,SEED_CHARACTERISTIC,4,2
151,SEASONAL_AVAILABILITY,4,2
150,COSTS,4,2
7,SPLIT_INTO,4,4
671,DIFFERS_IN_RUNNIG_FROM,4,1
15,CARROT_IS_SOWN_IN,4,4
665,INTERPLANTED_WITH,4,1
86,IS_ORIGINATED_FROM,4,3
35,ARE_WARMED_UP_FROM_MONTH,4,3
76,NEED_ATTENTION,4,3
149,CHARACTERISTIC_OF,4,4
47,EXPOSED_TO_WIND,4,4
77,INTRODUCED_CROP_INTO_MARKET_GARDENING,4,2
55,PREFERED_SOIL_CONDITION,4,4
65,RAISED_ON,4,3
41,USED_IN_PROCESS,4,3
171,PROTECTED_FROM_AIR,3,3
133,USES,3,2
136,WATERED_REGULARLY,3,2
154,REQUIRES_SOIL_TYPE,3,3
553,IS_GROWN_BY_MARKET_GARDENERS_IN_LOCATION,3,1
259,CONTAINS_SEEDS,3,2
54,PREPARATION_OF,3,3
141,REMOVES,3,2
164,CARRIED_ON,3,2
145,USED_AS_FERTILIZER,3,2
278,PLANTED_IN_BED,3,3
146,PREPARED_IN,3,3
56,HARVESTED_IN_OCTOBER,3,3
570,TREATED_WITH_RELATIONSHIP,3,1
558,RENTS_AT,3,2
50,GIVEN_AIR_USING,3,3
5,REQUIRES_PRUNING,3,3
300,CAN_BE_TRANSPORTED_UNDER,3,2
265,PRODUCES_SEEDS_WITH_SIMILAR_CHARACTERISTICS,3,2
89,SIMILAR_TO,3,2
266,IS_NEEDED_TO_FERTILIZE,3,2
49,PLANTED_IN_LAYER,3,3
11,SOIL_IMPROVED_WITH,3,3
234,ARE_TRANSPLANTED_INTO_NURSERY,3,1
57,TIME_PERIOD_ASSOCIATED_WITH,3,2
272,HARVEST_DATE,3,2
82,TIED_TO,3,3
85,SUPERIOR_TO,3,2
43,SLOPED_TO_SOUTH,3,3
51,AFFECTED_BY_SNOW,3,3
340,IS_PRONE_TO,3,1
98,ARE_RESISTANT_TO,3,2
330,USED_FOR_WATERING,3,2
332,PLACED_NEAR,3,3
110,PLANTED_BEFORE,3,2
