cluster_id,name,count,representative,representative_llm,representative_llm_free
0,YIELDS_IN,1,YIELDS_IN,YIELDS_IN,YIELDING_INTO
1,WORKS_WITH,1,WORKS_WITH,WORKS_WITH,COLLABORATES_WITH
2,WOOD_DOES_NOT_INTERACT_WITH_MANURE_DURING_PREPARATION,1,WOOD_DOES_NOT_INTERACT_WITH_MANURE_DURING_PREPARATION,WOOD_DOES_NOT_INTERACT_WITH_MANURE_DURING_PREPARATION,NO_WOOD_MANURE_CONTACT_DURING_PREPARATION
3,WINTER_CHERVIL_WITHSTANDS,1,WINTER_CHERVIL_WITHSTANDS,WINTER_CHERVIL_WITHSTANDS,WINTER_CHERVIL_RESISTANCE
4,WORKS_AS,1,WORKS_AS,WORKS_AS,EMPLOYMENT_RELATIONSHIP
5,WATERED_ON,1,WATERED_ON,WATERED_ON,IRRIGATION_EVENT
6,WINTER_CHERVIL_SOWN_IN,1,WINTER_CHERVIL_SOWN_IN,WINTER_CHERVIL_SOWN_IN,SEASONAL_PLANTING_ACTION
7,WATERED_WITHIRRIGATION_SYSTEM,1,WATERED_WITHIRRIGATION_SYSTEM,WATERED_WITHIRRIGATION_SYSTEM,IRRIGATED_WITH_WATER
8,WATERED_IN,1,WATERED_IN,WATERED_IN,IRRIGATED
9,WATERED_AT_TIME,1,WATERED_AT_TIME,WATERED_AT_TIME,IRRIGATION_TIME
10,WEIGHTED,1,WEIGHTED,WEIGHTED,WEIGHTED_RELATIONSHIP
11,WATERED_BY,4,WATERED_BY,WATERED_BY,HYDRATED_BY
12,WARMED_UP_IN_WINTER,2,WARMED_UP_IN_WINTER,WARMED_UP_IN_WINTER,WARMING_UP_IN_COLD_CONDITIONS
13,WATERED_WHEN_SOIL_DRIES_OUT,1,WATERED_WHEN_SOIL_DRIES_OUT,WATERED_WHEN_SOIL_DRIES_OUT,IRRIGATION_CONDITIONS
14,USES_FOR_TRANSPORTATION,1,USES_FOR_TRANSPORTATION,USES_FOR_TRANSPORTATION,TRANSPORTATION_PURPOSE
15,WATERED_ABUNDANTLY,1,WATERED_ABUNDANTLY,WATERED_ABUNDANTLY,WATER_SUPPLY_STATUS
16,USES_UP,2,USES_UP,USES_UP,USES_UP
17,VARIETY_OF,6,VARIETY_OF,VARIETY_OF,TYPE_OF_RELATIONSHIP
18,USES_TO_ACCESS,1,USES_TO_ACCESS,USES_TO_ACCESS,ACCESSING
19,WATERED_AGAINST,1,WATERED_AGAINST,WATERED_AGAINST,IRRIGATED_WITH
20,USED_FOR_WATERING,1,USED_FOR_WATERING,USED_FOR_WATERING,IRRIGATION_PURPOSE
21,USES_EQUIPMENT,7,USES_EQUIPMENT,USES_EQUIPMENT,USES_EQUIPMENT
22,WATERED_WITH,4,WATERED_WITH,WATERED_WITH,IRRIGATED_BY
23,WAS_KNOWN_AS_EARLY_PRODUCE_TYPE,1,WAS_KNOWN_AS_EARLY_PRODUCE_TYPE,WAS_KNOWN_AS_EARLY_PRODUCE_TYPE,ALSO_KNOWN_AS
24,WATERED_AT,2,WATERED_AT,WATERED_AT,LAST_WATERED
25,USES_FOR_WORK,1,USES_FOR_WORK,USES_FOR_WORK,USES_IN_CONTEXT
26,USED_TO_PROTECT_FROM,1,USED_TO_PROTECT_FROM,USED_TO_PROTECT_FROM,PROTECTION_FROM
27,WATERED_AFTER_PLANTING,1,WATERED_AFTER_PLANTING,WATERED_AFTER_PLANTING,POST_PLANTING_CARE
28,STRUCTURED_WITH,1,STRUCTURED_WITH,STRUCTURED_WITH,STRUCTURAL_RELATIONSHIP
29,USEFUL_FOR,1,USEFUL_FOR,USEFUL_FOR,USEFULNESS
30,USED_IN,4,USED_IN,USED_IN,CONTAINS_OR_USES
31,VISITED_DURING_STORAGE,1,VISITED_DURING_STORAGE,VISITED_DURING_STORAGE,VISITATION_STATUS
32,USES_TO_MAKE_MULCH,2,USES_TO_MAKE_MULCH,USES_TO_MAKE_MULCH,USES_AS_MATERIAL
33,USES_MANURE_IN,1,USES_MANURE_IN,USES_MANURE_IN,MANURES_AS_INPUT
34,USED_TO_ESTABLISH_ESPALIERS_FOR,1,USED_TO_ESTABLISH_ESPALIERS_FOR,USED_TO_ESTABLISH_ESPALIERS_FOR,SUPPORTS_PLANT_GROWTH
35,USED_FOR_LOADING,2,USED_FOR_LOADING,USED_FOR_LOADING,LOADING_PURPOSE
36,USES_SOIL_TYPE,1,USES_SOIL_TYPE,USES_SOIL_TYPE,USES_SOIL_TYPE
37,USED_IN_SALADS_WITH,1,USED_IN_SALADS_WITH,USED_IN_SALADS_WITH,USED_IN_CUISINE
38,USES_TOOL,1,USES_TOOL,USES_TOOL,USES_OBJECT
39,USES,5,USES,USES,USES_RELATIONSHIP
40,USED_TO_EDGE,1,USED_TO_EDGE,USED_TO_EDGE,HISTORICAL_RELATIONSHIP
41,TREATED_WITH_AIR,1,TREATED_WITH_AIR,TREATED_WITH_AIR,TREATED_WITH_GAS
42,USED_FOR_HARVESTING,1,USED_FOR_HARVESTING,USED_FOR_HARVESTING,HARVESTING_PURPOSE
43,USED_TO_PREVENT,2,USED_TO_PREVENT,USED_TO_PREVENT,PREVENTION_MEASURE
44,USED_FOR_MULCHING,1,USED_FOR_MULCHING,USED_FOR_MULCHING,MULCHING_PURPOSE
45,WATERED_DUE_TO,1,WATERED_DUE_TO,WATERED_DUE_TO,CAUSE_OF_WATERING
46,WATERED_EVERY_X_DAYS_IN_CONDITION_Y,2,WATERED_EVERY_X_DAYS_IN_CONDITION_Y,WATERED_EVERY_X_DAYS_IN_CONDITION_Y,WATERING_SCHEDULE
