cluster_id,name,count,representative,representative_llm,representative_llm_free
0,MANURE_IS_PRESSED_DOWN_WITH_FORK_DURING_PREPARATION,1,MANURE_PREPARATION,MANURE_PREPARATION,MANURE_PREPARATION_PROCESS
0,MANURE_PREPARATION,1,MANURE_PREPARATION,MANURE_PREPARATION,MANURE_PREPARATION_PROCESS
0,MANURE_PREPARATION_INVOLVES_REMOVING_LARGE_PIECES_OF_LITTER_AND_HAY,1,MANURE_PREPARATION,MANURE_PREPARATION,MANURE_PREPARATION_PROCESS
0,URINE_IMPERGNATES_LITTER_DURING_MANURE_PREPARATION,1,MANURE_PREPARATION,MANURE_PREPARATION,MANURE_PREPARATION_PROCESS
1,CONTAINS,7,CONTAINS,CONTAINS,CONTAINMENT
1,CONTAINING,1,CONTAINS,CONTAINS,CONTAINMENT
1,CONTAINS_FILAMENTS,1,CONTAINS,CONTAINS,CONTAINMENT
1,CONTAINS_FINANCIAL_QUANTITY,1,CONTAINS,CONTAINS,CONTAINMENT
1,CONTAINS_NUTRIENTS,1,CONTAINS,CONTAINS,CONTAINMENT
1,CONTAINS_OR_HAS,1,CONTAINS,CONTAINS,CONTAINMENT
1,CONTAINS_OR_HAS_PARTS,1,CONTAINS,CONTAINS,CONTAINMENT
1,CONTAINS_SOIL,1,CONTAINS,CONTAINS,CONTAINMENT
1,CONTAINS_SPAWN,1,CONTAINS,CONTAINS,CONTAINMENT
2,GROWN_WITHOUT,1,GROWN_WITHOUT,NOT_CULTIVATED_IN,NOT_GROWN_IN
2,NOT_CULTIVATED_IN,1,GROWN_WITHOUT,NOT_CULTIVATED_IN,NOT_GROWN_IN
3,AFFECTED_BY,57,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,IS_AFFECTED_BY,12,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_WEATHER_CONDITIONS,4,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_WEATHER_CONDITION,3,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_CONDITION,2,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_DISEASE,2,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_TEMPERATURE,2,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_WEATHER,2,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,ADVERSELY_AFFECTED_BY,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_CHANGES_IN,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_CLIMATE_CONDITIONS,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_FIRE,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_HEAT,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_ROT,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_SEASON,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_SEASONALITY,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_SEASONAL_CONDITION,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_SEASONAL_PATTERN,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,AFFECTED_BY_WEATHER_CONDITIONS_OF,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,DISEASE_AFFECTED_BY,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,IMPACTED_BY_CLIMATE_CHANGE,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
3,RELATED_TO_WEATHER_CONDITIONS,1,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY
4,CHECKED_WITH,1,HELD_WITH,HELD_WITH,USED_WITH
4,HELD_WITH,1,HELD_WITH,HELD_WITH,USED_WITH
4,PRESSED_WITH,1,HELD_WITH,HELD_WITH,USED_WITH
5,MANNES_CONTAIN,2,MANNES_CONTAIN,MANNES_CONTAIN,MANNES_RELATIONSHIP
5,MANNES_COST,1,MANNES_CONTAIN,MANNES_CONTAIN,MANNES_RELATIONSHIP
6,ALTERNATIVE_MATERIAL,1,REPLACED,REPLACES,ALTERNATIVENESS
6,ALTERNATIVE_OF,1,REPLACED,REPLACES,ALTERNATIVENESS
6,MIGHT_BE_REPLACED_BY,1,REPLACED,REPLACES,ALTERNATIVENESS
6,REPLACED,1,REPLACED,REPLACES,ALTERNATIVENESS
6,REPLACES,1,REPLACED,REPLACES,ALTERNATIVENESS
7,PLANTED_IN_MONTH,4,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTING_TIME
7,PLANTED_IN_AUTUMN,3,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTING_TIME
7,ALTERNATIVE_PLANTING_IN_MONTH,1,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTING_TIME
7,CAN_BE_PLANTED_IN_MONTH,1,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTING_TIME
7,IS_SOWN_IN_MONTH,1,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTING_TIME
7,PLANTED_IN_FIRST_FORTNIGHT_OF_MONTH,1,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTING_TIME
7,PLANTED_IN_MID_MONTH,1,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTING_TIME
7,PLANTED_IN_NOVEMBER,1,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTING_TIME
7,SOWN_TO_MATURE_IN_AUTUMN,1,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTING_TIME
8,FRAMES_REMOVED_DURING_MILD_WEATHER,1,MAT_REMOVED_DURING_DAYLIGHT,FRAMES_REMOVED_DURING_MILD_WEATHER,REMOVED_DURING_GOOD_CONDITIONS
8,MAT_REMOVED_DURING_DAYLIGHT,1,MAT_REMOVED_DURING_DAYLIGHT,FRAMES_REMOVED_DURING_MILD_WEATHER,REMOVED_DURING_GOOD_CONDITIONS
9,CUT_ABOVE_LEAF,2,CUT_ABOVE_LEAF,CUTTING_METHOD,CUTTING_RELATION
9,CAN_BE_USED_FOR_CUTTING,1,CUT_ABOVE_LEAF,CUTTING_METHOD,CUTTING_RELATION
9,CUTTING_METHOD,1,CUT_ABOVE_LEAF,CUTTING_METHOD,CUTTING_RELATION
9,CUT_TO,1,CUT_ABOVE_LEAF,CUTTING_METHOD,CUTTING_RELATION
10,MAY_RETAIN_HEAT_LONGER,1,MAY_RETAIN_HEAT_LONGER,MAY_RETAIN_HEAT_LONGER,RETAINS_HEAT
10,PROVIDES_WARMER_EXPOSURES_TO,1,MAY_RETAIN_HEAT_LONGER,MAY_RETAIN_HEAT_LONGER,RETAINS_HEAT
11,GROWNINCONDITIONS,1,GROWNINCONDITIONS,GROWNINCONDITIONS,REQUIRES_SPECIFIC_GROWING_CONDITIONS
11,NEEDS_SPECIFIC_GROWING_CONDITIONS,1,GROWNINCONDITIONS,GROWNINCONDITIONS,REQUIRES_SPECIFIC_GROWING_CONDITIONS
12,CROP_PREFERENCE,1,CROP_PREFERENCE,CROP_PREFERENCE,PREFERRED_GROWING_CONDITIONS
12,PREFER_POTTING_SOIL,1,CROP_PREFERENCE,CROP_PREFERENCE,PREFERRED_GROWING_CONDITIONS
12,PREFER_SOIL_TYPE,1,CROP_PREFERENCE,CROP_PREFERENCE,PREFERRED_GROWING_CONDITIONS
13,DIFFERENT_SOIL_CONDITIONS,1,DIFFERENT_SOIL_CONDITIONS,SOIL_CONDITION_IMPACTS_PLANT,SOIL_CONDITION_AFFECTS_PLANTS
13,PLANTS_AFFECTED_BY_WEATHER_CONDITIONS,1,DIFFERENT_SOIL_CONDITIONS,SOIL_CONDITION_IMPACTS_PLANT,SOIL_CONDITION_AFFECTS_PLANTS
13,SOIL_CONDITION_AFFECTS_CROP_GROWTH,1,DIFFERENT_SOIL_CONDITIONS,SOIL_CONDITION_IMPACTS_PLANT,SOIL_CONDITION_AFFECTS_PLANTS
13,SOIL_CONDITION_CHOSEN_FOR_PLANTING,1,DIFFERENT_SOIL_CONDITIONS,SOIL_CONDITION_IMPACTS_PLANT,SOIL_CONDITION_AFFECTS_PLANTS
13,SOIL_CONDITION_IMPACTS_PLANT,1,DIFFERENT_SOIL_CONDITIONS,SOIL_CONDITION_IMPACTS_PLANT,SOIL_CONDITION_AFFECTS_PLANTS
13,SOIL_QUALITY_IMPACTS_PLANT_GROWTH,1,DIFFERENT_SOIL_CONDITIONS,SOIL_CONDITION_IMPACTS_PLANT,SOIL_CONDITION_AFFECTS_PLANTS
14,BELONGS_TO_FAMILY,1,OWNS,BELONGS_TO_FAMILY,BELONGS_TO_OR_HAS_SUBORDINATE
14,BELONGS_TO_GENUS,1,OWNS,BELONGS_TO_FAMILY,BELONGS_TO_OR_HAS_SUBORDINATE
14,HAS_BRANCHES,1,OWNS,BELONGS_TO_FAMILY,BELONGS_TO_OR_HAS_SUBORDINATE
14,OWNS,1,OWNS,BELONGS_TO_FAMILY,BELONGS_TO_OR_HAS_SUBORDINATE
15,REQUIRES,3,REQUIRES,REQUIRES,REQUIREMENT
15,PREPARATION_REQUIRES,2,REQUIRES,REQUIRES,REQUIREMENT
15,HAS_CONDITIONAL_REQUIREMENT,1,REQUIRES,REQUIRES,REQUIREMENT
15,HAS_DURATION_REQUIREMENT,1,REQUIRES,REQUIRES,REQUIREMENT
15,IS_REQUIRED_FOR,1,REQUIRES,REQUIRES,REQUIREMENT
15,REQUIRED_MODIFICATION,1,REQUIRES,REQUIRES,REQUIREMENT
15,REQUIRES_CONDITIONS_FROM,1,REQUIRES,REQUIRES,REQUIREMENT
15,REQUIRES_INPUT,1,REQUIRES,REQUIRES,REQUIREMENT
15,REQUIRES_PRECAUTION,1,REQUIRES,REQUIRES,REQUIREMENT
15,REQUIRES_PREPARATION,1,REQUIRES,REQUIRES,REQUIREMENT
