cluster_id,name,count,representative,representative_llm,representative_llm_free
0,PLANTED_IN,84,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWN_IN,57,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWS_IN,28,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,IS_HARVESTED_IN,15,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWN_UNDER,7,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CROP_PLANTING_RELATIONSHIP,6,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,IS_VARIETY_OF,6,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,PLANTED_AFTER,6,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,SOWN_IN,6,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,VARIETY_OF,6,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,HARVESTED_IN,5,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,HAS_GROWTH_STAGE,5,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,HAS_VARIETY,5,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,IS_PLANTED_IN,5,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,PLANTED_IN_ROWS,5,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CROP_GROWTH_STAGE_RELATIONSHIP,4,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CROP_TYPE,4,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CROP_VARIETY,4,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CULTIVATED_IN,4,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,PLANTED_IN_MONTH,4,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,SOWN_AT,4,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,TYPE_OF_CROP_VARIETY,4,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CROP_VARIEGY,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CULTIVATED_DURING,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CULTIVATED_USING,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWN_ON,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWS,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWS_UNDER,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWTH_STAGE,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,HARVESTED_FROM,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,MATURITY_TIME_IN_MONTHS,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,PLANTED_AT,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,PLANTED_IN_AUTUMN,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,PLANTED_IN_POTTING_SOIL,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,PLANTED_IN_SEASON,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,PLANTED_ON_DATE,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,PLANTED_UNDER,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,PLANTED_WITH,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,SEED_HARVESTED_FROM,3,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CROP_GROWN,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CROP_VARIEIES,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CULTIVATED,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CULTIVATED_AT,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CULTIVATED_ON,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,CULTIVATED_VARIETY,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,FERTILIZER_RELATIONSHIP,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWN_AT_LOCATION,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWN_FROM,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWN_IN_SEQUENCE,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWS_DURING,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWS_ON,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWS_TO_HEIGHT,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWTH_STAGE_ASSOCIATED_WITH_SEASON,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,GROWTH_STAGE_TRANSITION_ON,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,HARVESTED_AT,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,HARVESTED_DURING,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,HAS_SEEDS_WITH_COLOR_TENDING_TO_BRICK,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
0,HAVE_SIMILAR_SEED_APPEARANCE_TO,2,PLANTED_IN,GROWN_IN,CROP_GROWTH_RELATIONSHIP
