cluster_id,representative_llm,representative_llm_free,representative,total_count,members
39,PLANTED_IN,PLANTED_AT_LOCATION,PLANTED_IN,103,11
70,AFFECTED_BY,AFFECTED_BY,AFFECTED_BY,72,4
36,GROWN_IN,GROWN_ON_OR_AT,GROWN_IN,64,6
23,GROWS_IN,GROWS_IN_OR_ON,GROWS_IN,40,8
1,HARVESTED_IN,HARVESTED_FROM,IS_HARVESTED_IN,33,11
112,COVERED_WITH,COVERED_BY_OR_WITH,COVERED_WITH,31,4
64,USED_FOR,USED_FOR,USED_FOR,25,6
41,RELATES_TO,RELATED_TO,RELATES_TO,21,8
46,CULTIVATED_IN,CULTIVATION_LOCATION,CULTIVATED_IN,19,11
111,SOWN_IN,SOWN_AT_OR_ON,SOWN_IN,17,7
4,WATERED_BY,WATERED_BY,WATERED_BY,16,9
106,PROTECTED_FROM,PROTECTION_RELATION,PROTECTED_FROM,15,5
83,TRANSPLANTED_TO,TRANSPLANT_LOCATION,TRANSPLANTED_TO,14,6
71,TREATED_WITH,TREATED_WITH,TREATED_WITH,14,2
66,LOCATED_IN,LOCATED_IN,LOCATED_IN,14,8
53,AFFECTED_BY_PEST_OR_DISEASE,AFFECTED_BY_PEST_OR_DISEASE,AFFECTED_BY_PEST_OR_DISEASE,14,5
33,CROP_VARIETY,CROP_CHARACTERISTIC,CROP_TYPE,13,4
20,GROWTH_STAGE,GROWTH_STAGE_RELATION,HAS_GROWTH_STAGE,13,6
90,GROWN_UNDER,GROWS_UNDER_SOMETHING,GROWN_UNDER,13,3
247,VARIETY_OF,IS_VARIETY_OF,VARIETY_OF,12,2
18,AFFECTED_BY_WEATHER_CONDITIONS,AFFECTED_BY_WEATHER_CONDITIONS,AFFECTED_BY_WEATHER_CONDITIONS,12,6
7,HAS_PART,PART_WHOLE_RELATIONSHIP,HAS_PART,11,5
5,CONTAINS,CONTAINS_RELATION,CONTAINS,10,4
168,PLACED_IN,PLACED_IN_OR_ON,PLACED_ON,9,4
16,PLANTED_IN_ROWS,PLANTED_IN_PATTERN,PLANTED_IN_ROWS,9,4
419,IS_TYPE_OF,INSTANCE_OF,IS_TYPE_OF,9,2
0,MADE_OF,COMPOSED_OF,MADE_OF,9,6
32,PLANTED_IN_MONTH,PLANTED_IN_MONTH,PLANTED_IN_MONTH,8,5
