cluster_id,representative,total_count,members
34,CAN_BE_AFFECTED_BY,255,3
232,IS_GROWN_IN,164,2
49,PLANTED_IN,100,1
4,IS_COVERED_WITH,78,2
174,IS_A_VARIETY_OF,36,3
41,IS_RELATED_TO,30,2
24,IS_LOCATED_IN,30,2
46,TREATED_WITH,20,1
12,USED_WITH,19,1
18,CAN_BE_PLANTED_IN_MONTH,18,2
9,REQUIRES,18,1
42,MENTIONED_ALONGSIDE,15,1
139,IS_PROTECTED_FROM,14,2
38,IS_PART_OF,14,2
43,HARVESTED_FROM,13,1
2,IS_STORED_IN,12,2
171,IS_REPLACED_BY,12,2
37,HAS_GROWTH_STAGE,12,1
8,PLANTED_AFTER,10,1
59,CONTAINS,9,1
91,GROWS_DURING,9,1
14,IS_TYPE_OF,9,1
300,AVAILABLE_IN,7,1
340,IS_PRONE_TO,6,2
17,MANNES_CONTAIN,6,1
64,CROP_TYPE,6,1
19,HAS_VARIETY,6,1
85,CONTINUE_TO_BE_TRANSPLANTED,6,1
169,PEST_AFFECTS_CROP,5,1
162,PEST_AFFECTED_BY,5,1
44,FOLLOWS_LAYERS,5,1
62,PRICED_AT,5,1
335,DIFFERS_IN_RUNNIG_FROM,4,1
235,CAN_BE_LEFT_IN,4,2
332,INTERPLANTED_WITH,4,1
238, HAS_ROOT,4,2
76,IS_ORIGINATED_FROM,4,2
284,IS_COMPARED_TO,4,2
92,SPACED-apart,4,2
97,MIXED_WITH,4,1
40,WATERED_WITH,4,1
13,NEW_CROP_AVAILABLE,4,1
198,ARE_RESISTANT_TO,4,2
354,TIME_OF_HARVESTING_RELATIONSHIP,3,1
77,INTRODUCED_CROP_INTO_MARKET_GARDENING,3,1
89,REMOVED_FROM,3,1
260,PLANTED_UNDER_SPECIFIC_CONDITIONS,3,1
60,MADE_FROM,3,1
179,-has_part-relationship,3,1
108,USES_TO_MAKE_MULCH,3,1
51,PRODUCES,3,1
113,IS_GROWN_BY_MARKET_GARDENERS_IN_LOCATION,3,1
23,SAME_SPECIES_AS,3,1
28,ARE_TRANSPLANTED_INTO_NURSERY,3,1
151,SEASONAL_AVAILABILITY,3,1
32,CULTIVATED,3,1
33,HAS_PLANTING_DATE,3,1
35,AFFECTS,3,1
36,IS_NOT_GROWN,3,1
154,SEED_PRODUCTION_PREREQUISITE,3,1
50,SUPPORTED_BY,3,1
3,SEED_CHARACTERISTIC,3,1
144,AUTHORED_BY,3,1
83,CARRIES,2,1
160,RECOMMENDED_FOR,2,1
141,BELONGS_TO,2,1
168,USED_TO_PREVENT,2,1
344,MANURE_TYPE_COMPARISON,2,1
222,HAVE_COMMON_PARTS,2,1
90,CAUSES_CONDITION,2,1
149,GERMINATES_FOR,2,1
146,USED_TO_PLANT_IN_CONVEX_LAYER_OF_MANURE,2,1
271,COMPANION_PLANT_FOR,2,1
116,USES_EQUIPMENT,2,1
81,GREENER_THAN,2,1
1,SOIL_TYPE_FOR_CROP,2,1
120,FARMING_PRACTICE_RELATED,2,1
289,HAS_COSTLY_FEEDING_PRACTICE,2,1
369,HAS_VALUE_BETWEEN,2,1
25,SUPERIOR_TO,2,1
105,PREFERRED_FOR,2,1
292,IS_DIFFICULT_TO_DETERMINE_FOR,2,1
266,PLANTED_AFTER_EMPTYING_LAYER,2,1
274,CLASSIFIED_UNDER,2,1
358,BLANCHED_USING,2,1
20,HAS_TIME_TO_MATURITY,2,1
234,CAN_BE_TRANSPORTED_UNDER,2,1
357,COSTS_ASSOCIATED_WITH_EQUIPMENT,2,1
132,IS_NEEDED_TO_FERTILIZE,2,1
57,PICKED_AND_READY,2,1
67,IS_TOPPED_AT_STAGE,2,1
68,TEMPORAL_RELATIONSHIP,2,1
140,COSTS,2,1
191,COLLAR_SUNK_INTO_GROUND,2,1
206,PRACTICED_IN,2,1
73,RAISED_ON,2,1
