cluster_id,representative,total_count,members
14,CAN_BE_AFFECTED_BY,255,3
12,PLANTED_IN,100,1
11,IS_COVERED_WITH,78,2
81,IS_A_VARIETY_OF,36,3
17,IS_LOCATED_IN,30,2
16,IS_RELATED_TO,30,2
42,TREATED_WITH,20,1
4,USED_WITH,19,1
63,REQUIRES,18,1
37,IS_PROTECTED_FROM,14,2
22,IS_PART_OF,14,2
41,IS_REPLACED_BY,12,2
150,HAS_GROWTH_STAGE,12,1
40,CONTAINS,9,1
10,IS_TYPE_OF,9,1
58,AVAILABLE_IN,7,1
35,MANNES_CONTAIN,6,1
76,CONTINUE_TO_BE_TRANSPLANTED,6,1
32,CROP_TYPE,6,1
60,IS_PRONE_TO,6,2
25,PRICED_AT,5,1
90,FOLLOWS_LAYERS,5,1
34,SPACED-apart,4,2
124,ARE_RESISTANT_TO,4,2
54,CAN_BE_LEFT_IN,4,2
5,WATERED_WITH,4,1
9,DIFFERS_IN_RUNNIG_FROM,4,1
27,PRODUCES,3,1
29,REMOVED_FROM,3,1
20,INTRODUCED_CROP_INTO_MARKET_GARDENING,3,1
2,MADE_FROM,3,1
104,-has_part-relationship,3,1
83,SAME_SPECIES_AS,3,1
122,TIME_OF_HARVESTING_RELATIONSHIP,3,1
149,IS_NOT_GROWN,3,1
141,SEASONAL_AVAILABILITY,3,1
48,SEED_CHARACTERISTIC,3,1
114,USES_TO_MAKE_MULCH,3,1
120,CARRIES,2,1
144,HAS_COSTLY_FEEDING_PRACTICE,2,1
68,RENTS_AT,2,1
56,FARMING_PRACTICE_RELATED,2,1
52,COSTS_ASSOCIATED_WITH_EQUIPMENT,2,1
51,HAS_TIME_TO_MATURITY,2,1
18,RAISED_ON,2,1
13,SOIL_TYPE_FOR_CROP,2,1
1,COMPANION_PLANT_FOR,2,1
3,CUT_AT,2,1
0,RECOMMENDED_FOR,2,1
73,PICKED_AND_READY,2,1
67,GREENER_THAN,2,1
79,PRACTICED_IN,2,1
36,SUPERIOR_TO,2,1
38,MANURE_TYPE_COMPARISON,2,1
145,IS_DIFFICULT_TO_DETERMINE_FOR,2,1
62,PREFERRED_FOR,2,1
53,GERMINATES_FOR,2,1
39,ARE_WARMED_UP_FROM_MONTH,2,1
47,BLANCHED_USING,2,1
95,COLLAR_SUNK_INTO_GROUND,2,1
7,PLANT_RETRANSPORTED_TO_BOARD,1,1
6,REJECTED_BY,1,1
8,SLIDE_AGAINST,1,1
15,AS_PARAPHRASED,1,1
31,CLEANED_WITH,1,1
30,SET_SEED_IN,1,1
28,TURNS_THE,1,1
26,HANDLED_BY_SPECIFIC_GROUP_OF_PEOPLE,1,1
24,DEEPENED,1,1
19,RELIES_ON,1,1
21,PRECEDES,1,1
23,AFFECTED_BY_COMPETITION_FROM_OUTSIDE_REGION,1,1
61,RESULTS_IN,1,1
59,LAYERED_WITHIN,1,1
57,ENCROACHES_WITH,1,1
55,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,1,1
50,COOLING_LOCATION,1,1
49,PEST_FEAR_HEAT,1,1
65,DEPANELLED_AT,1,1
64,HAD_COMPETITION_OPEN,1,1
78,HAS_SEED_LENGTH,1,1
77,TRENCH_BEDDED_WITH,1,1
74,CAN_BE_SOLD_FROM,1,1
75,HAS_PULLEY,1,1
84,HAS_FRAME,1,1
85,FRAMES_AREUSED_WITH_PEAS,1,1
45,HAS_TIMBER_SUPPORTS,1,1
46,PEOPLE_RELATIONSHIP_WORK_ALLOCATION,1,1
43,STAKES_USED_TO_SUPPORT_STRUCTURES_IN_MARSHY_AREA,1,1
70,KNOWN_AS,1,1
69,SPREAD_OVER,1,1
72,MARKET_GARDENERS_WORKER_CLASS_IS_VERY_PEACEFUL,1,1
71,CULTIVATED_VARIETY,1,1
66,REACHES_LENGTH_OF,1,1
44,RECIPIENT_OF,1,1
33,SELECTED_FROM,1,1
94,IS_A_NATIVE_OF,1,1
93,GROWTH_RESTRICTED_IN,1,1
92,BENEFITS_ACCESSIBILITY,1,1
91,ESTABLISHED_IN,1,1
88,HAIR_FAVORABLE_FOR_GROWTH_IN,1,1
89,RENEWED_APPEAL,1,1
86,IS_A_MEMBER_OF,1,1
87,GEUREA_FAMILY_CONTAINS,1,1
82,SECOND_PLANTING_STUNTS_GROWTH,1,1
80,TAKES_TIME_TO_BECOME_FERTILE_AND_EASY_TO_CULTIVATE,1,1
106,NEEDS_TO_BE_REMOVED_FROM_CLOCHES_WHEN_SUN_APPEARS,1,1
105,THINNING_METHOD,1,1
103,RARELY_MARRY_OUTSIDE_OF,1,1
96,LACKS_INHERENT_QUALITY_OF,1,1
98,YIELDS_IN,1,1
97,GROWTH_RATE_COMPARISON,1,1
111,LATHS_COMBINED_WITH_STRAW_AND_WICKER_TO_CONSTRUCT_WINDBREAKS,1,1
110,JUNE_ASSOCIATED_EVENT,1,1
109,SEED_HARVESTING_METHOD,1,1
108,OPTIONALLY_ADDED,1,1
116,RETAINS_GERMINATIVE_CAPACITY_FOR,1,1
112,AFFECTED_BY_POLICE_BAN,1,1
113,BELL_MARKED_AT,1,1
115,ASSOCIATED_WITH_GARDENS_IN_PARIS,1,1
119,WINTER_CHERVIL_SOWN_IN,1,1
118,BEARS_FRUIT_IN,1,1
117,LONG_BEFORE_RIPENING_ON_VINE,1,1
107,CAN_BE_FORCED_IN_NOVEMBER_WITH_16_CM_COMPOST_LAYER_AND_CLOVER,1,1
100,IS_A,1,1
101,LEAD_PIPE_MADE_OF,1,1
102,COIFFES_IN_MONTH,1,1
99,DESTROYED_IF_NOT_SPARRED_FOR_SEED,1,1
127,MORE_SUCCESSFUL_IN_OCTOBER_THAN_SPRING,1,1
126,DOES_NOT_NEED_TRANSPLANTING_DUE_TO_SOIL_CONDITION,1,1
125,STEAM_CONTAINS_SOMETHING_HARMFUL,1,1
123,FOUNDED_PRIZE,1,1
121,BOUND_FOR_BLANCHING,1,1
128,MEASURED_BY,1,1
130,CARROT_IS_SOWN_IN,1,1
129,PRODUCE_LARGE_ROOTS_IN_THE_WINTER,1,1
135,RADISH_GROWN_AND_WATERED,1,1
136,CHECKED_FOR,1,1
138,RELIGIOUS_CEREMONY_ATTENDED_BY,1,1
137,EXCELLENT_QUALITY,1,1
132,LETTUCE_VARIETY_IS_RELATED_TO,1,1
133,TRIGGERED_IN_CONDITIONS,1,1
134,OVERWINTERS_AT,1,1
131,FIX,1,1
143,AIMED_AT_PRODUCING_MANUAL_FOR,1,1
142,EDGE_WITH,1,1
140,SPROUTS_IN,1,1
139,DEPICTS,1,1
147,EXTENDS_INTO_PATHS,1,1
146,LETTUCE_NEVER_REPLACED,1,1
148,WATERCRESS_SORREL_RELATED_TO,1,1
151,COMPLETELY_MILLED_TO_BLEACH,1,1
152,FED_BY,1,1
153,PERSIL_IS_SUBTYPE_OF,1,1
154,EXPOSURE_INFLUENCE_ON_GROWTH,1,1
155,SPECIFIC_TO_REGION,1,1
156,REGENERATED_AT,1,1
