cluster_id,name,count,representative
0,EXPOSED_TO_AIR_AROUND,1,EXPOSED_TO_AIR_AROUND
1,PREFERRED_OVER,2,PREFERRED_OVER
2,SPACED-apart,2,SPACED-apart
2,SPACED_APART,2,SPACED-apart
3,HAS_VARIETY,6,HAS_VARIETY
4,RAISED_ON,2,RAISED_ON
5,CROP_GROWN_FOR,1,CROP_GROWN_FOR
6,PLANTED_IN,100,PLANTED_IN
7,REQUIRES_LABOR,1,REQUIRES_LABOR
8,HARVESTED_IN_SEASON,1,HARVESTED_IN_SEASON
9,GROWN_BY,3,GROWN_BY
10,CONTAIN,1,CONTAIN
11,GROWN_AFTER,2,GROWN_AFTER
12,IS_RELATED_TO,15,IS_RELATED_TO
12,RELATED_TO,15,IS_RELATED_TO
13,WATERED_WITH,4,WATERED_WITH
14,HARVESTED_FROM,13,HARVESTED_FROM
15,CUT_BY,1,CUT_BY
16,HARVESTED_ON_DATE,1,HARVESTED_ON_DATE
17,APPLIED_AT,1,APPLIED_AT
18,CAN_BE_PLANTED_IN_MONTH,9,CAN_BE_PLANTED_IN_MONTH
18,PLANTED_IN_MONTH,9,CAN_BE_PLANTED_IN_MONTH
19,FILLED_WITH_SOIL,1,FILLED_WITH_SOIL
20,REQUIRES_WATERING,3,REQUIRES_WATERING
21,PLANTED_UNDER_SPECIFIC_CONDITIONS,3,PLANTED_UNDER_SPECIFIC_CONDITIONS
22,REQUIRES_PROTECTION_FROM,3,REQUIRES_PROTECTION_FROM
23,PLANTED_IN_BED,1,PLANTED_IN_BED
24,PROTECTED_AGAINST_WEATHER,1,PROTECTED_AGAINST_WEATHER
25,CROP_VARIEIES,2,CROP_VARIEIES
26,PLANTED_ALONGSIDE,5,PLANTED_ALONGSIDE
27,CULTIVATED_BY,2,CULTIVATED_BY
28,CULTIVATED_ON,3,CULTIVATED_ON
29,COVERED_WITH_MANURE,1,COVERED_WITH_MANURE
30,USED_IN_PRACTICE,1,USED_IN_PRACTICE
31,PEST_AFFECTED_BY,5,PEST_AFFECTED_BY
32,IS_NEEDED_TO_FERTILIZE,2,IS_NEEDED_TO_FERTILIZE
33,CROP_GROWN,2,CROP_GROWN
34,USED_IN_PLANTING,1,USED_IN_PLANTING
35,HAS_PLANTING_DATE,3,HAS_PLANTING_DATE
36,AWARDED_BY,1,AWARDED_BY
37,IS_ORIGINATED_FROM,2,IS_ORIGINATED_FROM
37,ORIGINATED_FROM,2,IS_ORIGINATED_FROM
38,USES_TO_PERFORM_ACTION,1,USES_TO_PERFORM_ACTION
39,GROWN_WITH,3,GROWN_WITH
40,USED_FOR_WATERING,2,USED_FOR_WATERING
41,DIVIDED_INTO,1,DIVIDED_INTO
42,PLANTED_IN_SEASON,2,PLANTED_IN_SEASON
43,IS_LOCATED_IN,15,IS_LOCATED_IN
43,LOCATED_IN,15,IS_LOCATED_IN
44,READY_IN,1,READY_IN
45,HAS_GROWTH_STAGE,12,HAS_GROWTH_STAGE
46,WINTER_CHERVIL_WITHSTANDS,1,WINTER_CHERVIL_WITHSTANDS
47,WEATHER_IMPACT,1,WEATHER_IMPACT
48,REQUIRES_MANAGEMENT_IN_MONTH,1,REQUIRES_MANAGEMENT_IN_MONTH
49,REQUIRES_SOIL_TYPE,1,REQUIRES_SOIL_TYPE
50,SLOPES_TOWARDS_DIRECTION_OF,1,SLOPES_TOWARDS_DIRECTION_OF
51,PREFERRED_CROP_LOCATION,1,PREFERRED_CROP_LOCATION
52,SPACED_AT,1,SPACED_AT
53,GROWN_UNDER,6,GROWN_UNDER
54,USES_DEVICE_FOR_HEATING,1,USES_DEVICE_FOR_HEATING
55,IS_PROTECTED_BY,3,IS_PROTECTED_BY
55,PROTECTED_BY,3,IS_PROTECTED_BY
56,HAS_CHARACTERISTIC,1,HAS_CHARACTERISTIC
57,SOWN_IN_MONTHS,1,SOWN_IN_MONTHS
58,CROP_VARIEGES,3,CROP_VARIEGES
59,USED_IN_CONSTRUCTION_OF,1,USED_IN_CONSTRUCTION_OF
60,CULTIVATED_USING,2,CULTIVATED_USING
61,WATERED_AFTER_PLANTING,1,WATERED_AFTER_PLANTING
62,WOODEN_WHEELBARROW_EQUIPPED_WITH_HANDLEBARS_AND_CROSSBARS_TO_TRANSPORT_MATERIALS,1,WOODEN_WHEELBARROW_EQUIPPED_WITH_HANDLEBARS_AND_CROSSBARS_TO_TRANSPORT_MATERIALS
63,GROWN_NEAR,1,GROWN_NEAR
64,OVERWINTERS_AT,1,OVERWINTERS_AT
65,HARVESTED,1,HARVESTED
66,FARMING_PRACTICE_RELATED,2,FARMING_PRACTICE_RELATED
67,IS_A_VARIETY_OF,12,IS_A_VARIETY_OF
67,IS_VARIETY_OF,12,IS_A_VARIETY_OF
67,VARIETY_OF,12,IS_A_VARIETY_OF
68,RENTS_AT,2,RENTS_AT
69,USED_IN_SPECIFIC_AGRICULTURAL_PRACTICE,1,USED_IN_SPECIFIC_AGRICULTURAL_PRACTICE
70,PREFERED_SOIL_CONDITION,1,PREFERED_SOIL_CONDITION
71,WEDGES_HOLD_FRAMES_OPEN_DURING_DAY,1,WEDGES_HOLD_FRAMES_OPEN_DURING_DAY
72,AFFECTED_BY_WEATHER_CONDITIONS,7,AFFECTED_BY_WEATHER_CONDITIONS
73,WATERCRESS_SORREL_RELATED_TO,1,WATERCRESS_SORREL_RELATED_TO
74,GROWS_AT_HEIGHT,2,GROWS_AT_HEIGHT_OF
74,GROWS_AT_HEIGHT_OF,2,GROWS_AT_HEIGHT_OF
75,HAS_COMPONENT,5,HAS_COMPONENT
76,RETAINS_GERMINATIVE_CAPACITY_FOR,1,RETAINS_GERMINATIVE_CAPACITY_FOR
77,USED_AS_MATERIAL_FOR,1,USED_AS_MATERIAL_FOR
78,USEFULNESS_OF,1,USEFULNESS_OF
79,DIFFERS_IN,1,DIFFERS_IN
80,REMOVED_FROM,3,REMOVED_FROM
81,USED_FOR,10,USED_FOR
