cluster_id,representative,total_count,members
0,PLANTED_IN,787,436
3,CROP_TYPE,40,28
4,SEASONAL_ASSOCIATION,28,21
7,PEOPLE_RELATIONSHIPS,14,12
15,REDUCED_TO,14,14
17,TRANSPLANTED_UNDER,11,7
6,PRODUCES,11,9
20,GREY_ROMAINE_IS_PLANTED_IN,7,6
32,LAND_PRICE_AT,6,4
1,DOES_NOT_BREAK_UP_IF_TOO_HARD_OR_COMPACT,4,4
28,MANURE_APPLIED_ONTO,4,4
5,TURNIPS_AND_RADISHES_HARVESTED_IN_SUMMER,4,3
12,MARKET_GARDENER_ROLE,4,4
14,SEED_COVER_METHOD,4,4
10,REQUIRES_MORE_HUMAN_RESOURCES_THAN,4,3
36,MASTER_OF,4,2
2,ROUTED_ONTEENS,3,3
8,FOUNDED_PRIZE,3,3
22,MANNES_CONTAIN,3,2
27,LATER_THAN_YORK_CABBAGE,3,3
34,LETTUCE_GROWTH_LOCATION,3,3
13,WINTER_CHERVIL_SOWN_IN,2,2
11,CHILDREN_FOLLOW_IN_PARENT_PROFESSION,2,2
9,HOE_USED_FOR_EDGE,2,2
30,ADOS_BOUND_BY_STRING,2,2
16,BELL_MARKED_AT,2,2
21,INPUT_SOURCE,1,1
19,STRAW_PLUGS_USE_FOR,1,1
18,LEAF_SHAPE_DIFFERENCE,1,1
23,RELIGIOUS_CEREMONY_ATTENDED_BY,1,1
29,BELONGS_TO_THE_CRUCIFEROUS_FAMILY,1,1
26,SAVINGS_BANK_DEPOSITOR,1,1
24,IMROVES_SOIL_CONDITION,1,1
25,OPENED_COMPETITION,1,1
33,FEARLESS_OF,1,1
31,THICKNESS_OF_SOLILAYER,1,1
35,SETUP_FRAMEWORK,1,1
37,COIFFEEED_IN,1,1
