cluster_id,representative,total_count,members
6,PLANTED_IN,111,3
114,CAN_BE_AFFECTED_BY,89,3
118,IS_GROWN_IN,83,2
972,IS_COVERED_WITH,39,1
14,HARVESTED_FROM,31,4
931,GROWS_IN,29,1
105,USED_WITH,28,2
81,USED_FOR,21,3
216,TREATED_WITH,20,1
12,IS_RELATED_TO,19,2
164,CAN_BE_SOWN_IN,18,2
45,HAS_GROWTH_STAGE,18,2
452,REQUIRES,18,1
43,IS_LOCATED_IN,16,2
488,MENTIONED_ALONGSIDE,15,1
72,AFFECTED_BY_WEATHER_CONDITIONS,15,3
18,CAN_BE_PLANTED_IN_MONTH,13,2
979,PLANTED_WITH,12,1
67,IS_A_VARIETY_OF,12,1
13,WATERED_WITH,11,4
382,PLANTED_AFTER,10,1
883,GROWS_DURING,9,1
53,GROWN_UNDER,9,2
989,CONTAINS,9,1
183,IS_TYPE_OF,9,1
172,IS_PROTECTED_FROM,8,2
89,IS_REPLACED_BY,7,2
31,PEST_AFFECTED_BY,7,3
728,AVAILABLE_IN,7,1
3,HAS_VARIETY,7,2
373,IS_PART_OF,7,1
28,CULTIVATED_ON,7,3
75,HAS_COMPONENT,7,3
856,CROP_VARIETY,6,1
813,CONTINUE_TO_BE_TRANSPLANTED,6,1
20,REQUIRES_WATERING,6,4
26,PLANTED_ALONGSIDE,6,2
233,PLACED_IN,6,1
143,IS_STORED_IN,6,1
853,ARE_ASSOCIATED_WITH,6,1
515,MANNES_CONTAIN,6,1
655,CROP_TYPE,6,1
248,USED_BY,6,1
993,PRICED_AT,5,1
55,IS_PROTECTED_BY,5,2
871,FOLLOWS_LAYERS,5,1
21,PLANTED_UNDER_SPECIFIC_CONDITIONS,5,3
937,CULTIVATED_DURING,5,1
900,IS_EQUIPPED_WITH,5,1
611,PEST_AFFECTS_CROP,5,1
208,MADE_FROM,4,2
970,GROWN_ON,4,1
85,PLANTED_IN_ROWS,4,2
74,GROWS_AT_HEIGHT_OF,4,2
80,REMOVED_FROM,4,2
39,GROWN_WITH,4,2
802,MIXED_WITH,4,1
86,TRANSPLANTED_TO,4,2
58,CROP_VARIEGES,4,2
9,GROWN_BY,4,2
391,PLANTED_UNDER,4,1
161,PLANTED_IN_NOVEMBER,4,1
35,HAS_PLANTING_DATE,4,2
870,CROP_VARIETY_RELATED_TO_CROP,4,1
332,INTERPLANTED_WITH,4,1
671,DIFFERS_IN_RUNNIG_FROM,4,1
749,NEW_CROP_AVAILABLE,4,1
279,PLACED_ON,4,1
22,REQUIRES_PROTECTION_FROM,4,2
11,GROWN_AFTER,3,2
913,CULTIVATED,3,1
103,GROWN_FROM,3,2
263,PLANTING_SCHEDULED_IN_MONTH_OF,3,1
165,GROWTH_STAGE_TRANSITION,3,2
234,ARE_TRANSPLANTED_INTO_NURSERY,3,1
122,PREFERRED_FOR,3,2
153,COVERED_BY,3,2
25,CROP_VARIEIES,3,2
60,CULTIVATED_USING,3,2
