cluster_id,representative,total_count,members
49,PLANTED_IN,198,51
232,IS_GROWN_IN,167,37
34,CAN_BE_AFFECTED_BY,119,18
12,USED_WITH,79,27
9,REQUIRES,54,31
4,IS_COVERED_WITH,53,10
43,HARVESTED_FROM,51,23
32,CULTIVATED,39,27
24,IS_LOCATED_IN,38,15
40,WATERED_WITH,35,23
18,CAN_BE_PLANTED_IN_MONTH,33,14
37,HAS_GROWTH_STAGE,31,13
41,IS_RELATED_TO,29,7
46,TREATED_WITH,26,5
19,HAS_VARIETY,24,13
64,CROP_TYPE,24,8
91,GROWS_DURING,24,8
42,MENTIONED_ALONGSIDE,20,6
139,IS_PROTECTED_FROM,20,11
33,HAS_PLANTING_DATE,18,13
59,CONTAINS,18,9
8,PLANTED_AFTER,16,6
23,SAME_SPECIES_AS,16,12
174,IS_A_VARIETY_OF,15,3
171,IS_REPLACED_BY,15,9
28,ARE_TRANSPLANTED_INTO_NURSERY,14,10
35,AFFECTS,12,8
54,HAS_DIFFERENT_CHARACTERISTICS_THAN,12,11
44,FOLLOWS_LAYERS,12,6
14,IS_TYPE_OF,11,2
3,SEED_CHARACTERISTIC,11,9
1,SOIL_TYPE_FOR_CROP,11,9
57,PICKED_AND_READY,11,9
162,PEST_AFFECTED_BY,11,6
116,USES_EQUIPMENT,10,8
105,PREFERRED_FOR,10,8
89,REMOVED_FROM,10,7
31,SOIL_CONDITION,9,9
169,PEST_AFFECTS_CROP,9,4
2,IS_STORED_IN,9,3
60,MADE_FROM,9,5
300,AVAILABLE_IN,8,2
38,IS_PART_OF,8,2
87,PRUNED_AT,8,8
51,PRODUCES,8,5
73,RAISED_ON,8,7
39,EXPOSED_TO,8,8
56,ARE_WARMED_UP_FROM_MONTH,7,6
92,SPACED-apart,7,6
170,PREPARED_IN,7,7
206,PRACTICED_IN,7,6
85,CONTINUE_TO_BE_TRANSPLANTED,7,2
17,MANNES_CONTAIN,7,2
97,MIXED_WITH,6,3
36,IS_NOT_GROWN,6,4
160,RECOMMENDED_FOR,6,4
141,BELONGS_TO,6,5
66,SELECTED_FROM,6,6
11,PLANTS_IN,6,6
140,COSTS,6,3
62,PRICED_AT,6,2
260,PLANTED_UNDER_SPECIFIC_CONDITIONS,6,4
130,CUT_AT,6,5
133,IRRIGATION_METHOD,6,4
50,SUPPORTED_BY,6,4
6,USES_MANURE_IN,6,6
120,FARMING_PRACTICE_RELATED,5,4
68,TEMPORAL_RELATIONSHIP,5,3
113,IS_GROWN_BY_MARKET_GARDENERS_IN_LOCATION,5,3
16,AFFECTED_BY_SNOW,5,5
10,ARRANGED_IN,5,5
76,IS_ORIGINATED_FROM,5,4
20,HAS_TIME_TO_MATURITY,5,4
144,AUTHORED_BY,5,3
132,IS_NEEDED_TO_FERTILIZE,5,4
179,-has_part-relationship,5,3
13,NEW_CROP_AVAILABLE,5,2
325,HAS_FRAME,5,5
83,CARRIES,5,3
82,REMOVES,4,3
84,INFECTS,4,4
15,MOVED_FROM,4,4
77,INTRODUCED_CROP_INTO_MARKET_GARDENING,4,2
229,SLOPED_TO_SOUTH,4,4
335,DIFFERS_IN_RUNNIG_FROM,4,1
134,SPLIT_INTO,4,4
332,INTERPLANTED_WITH,4,1
109,SOIL_IMPROVED_WITH,4,4
108,USES_TO_MAKE_MULCH,4,2
25,SUPERIOR_TO,4,3
119,LESS_COMMON_THAN,4,4
234,CAN_BE_TRANSPORTED_UNDER,4,3
151,SEASONAL_AVAILABILITY,4,2
29,WINTER_CHERVIL_SOWN_IN,4,4
67,IS_TOPPED_AT_STAGE,4,3
129,CARROT_IS_SOWN_IN,4,4
86,Damaged_BY,4,4
90,CAUSES_CONDITION,4,3
149,GERMINATES_FOR,4,3
154,SEED_PRODUCTION_PREREQUISITE,4,2
354,TIME_OF_HARVESTING_RELATIONSHIP,3,1
150,REQUIRES_REMOVAL_IN,3,3
340,IS_PRONE_TO,3,1
198,ARE_RESISTANT_TO,3,2
69,PRECEDES,3,3
81,GREENER_THAN,3,2
188,CAN_BE_SOWN_FOR_BEDDING_OR_COASTAL_PLANTING,3,2
152,IMPROVED_WITH,3,3
238, HAS_ROOT,3,2
70,OVERWINTERS_AT,3,3
115,STONED_WITH,3,3
53,FRAMES_AREUSED_WITH_PEAS,3,3
245,SHAPED_BY,3,3
27,CROP_ASSOCIATED_WITH_EQUIPMENT,3,3
94,COVERED_WITH_STRAW_MATS,3,3
342,FILLED_WITH,3,3
222,HAVE_COMMON_PARTS,3,2
95,DEVELOPED_BY,3,3
284,IS_COMPARED_TO,3,2
102,CONSISTS_OF,3,3
75,FED_BY,3,3
26,AFFECTED_BY_MELON_PRUNING,3,2
100,MEASURED_BY,3,3
