cluster_id,representative,total_count,members
6,PLANTED_IN,1439,725
4,CAN_BE_AFFECTED_BY,193,72
3,IS_REPLACED_BY,56,43
10,HAS_GROWTH_STAGE,42,23
1,REMOVED_FROM,42,36
20,CONTINUE_TO_BE_TRANSPLANTED,32,23
7,PRICED_AT,24,14
0,USES_TO_MAKE_MULCH,19,15
5,-has_part-relationship,19,13
18,AVAILABLE_IN,19,11
38,PREFERRED_FOR,19,17
19,EDGE_WITH,19,19
8,IS_NOT_GROWN,13,11
22,IS_PART_OF,12,5
26,INTRODUCED_CROP_INTO_MARKET_GARDENING,11,7
14,GERMINATES_FOR,9,8
17,MANNES_CONTAIN,7,2
30,BEARS_FRUIT_IN,7,7
9,IS_A_NATIVE_OF,6,6
2,RECIPIENT_OF,5,5
12,BLANCHED_USING,5,4
34,KNOWN_AS,4,4
29,WINTER_CHERVIL_SOWN_IN,4,4
33,RADISH_GROWN_AND_WATERED,3,3
11,AFFECTED_BY_COMPETITION_FROM_OUTSIDE_REGION,3,3
16,JUNE_ASSOCIATED_EVENT,3,3
24,LEAD_PIPE_MADE_OF,3,3
40,LETTUCE_NEVER_REPLACED,3,3
28,LONG_BEFORE_RIPENING_ON_VINE,2,2
13,BELL_MARKED_AT,2,2
15,PEST_FEAR_HEAT,2,2
23,COLLAR_SUNK_INTO_GROUND,2,1
41,FOUNDED_PRIZE,2,2
32,STAKES_USED_TO_SUPPORT_STRUCTURES_IN_MARSHY_AREA,2,2
35,AIMED_AT_PRODUCING_MANUAL_FOR,1,1
39,CABBAGE_POMMENT_AGE,1,1
21,GEUREA_FAMILY_CONTAINS,1,1
37,PERSIL_IS_SUBTYPE_OF,1,1
31,MORE_SUCCESSFUL_IN_OCTOBER_THAN_SPRING,1,1
25,RARELY_MARRY_OUTSIDE_OF,1,1
36,WATERCRESS_SORREL_RELATED_TO,1,1
27,WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,1,1
