cluster_id,name,count,representative,representative_llm,representative_llm_free
0,PLANTED_IN,100,PLANTED_IN,PLANTED_IN,THIS_APPEARS_TO_BE_A_LIST_OF_RELATIONSHIPS_OR_PREDICATES_EXTRACTED_FROM_A_TEXT_LIKELY_RELATED_TO_AGRICULTURE_OR_GARDENING
0,CAN_BE_AFFECTED_BY,85,PLANTED_IN,PLANTED_IN,THIS_APPEARS_TO_BE_A_LIST_OF_RELATIONSHIPS_OR_PREDICATES_EXTRACTED_FROM_A_TEXT_LIKELY_RELATED_TO_AGRICULTURE_OR_GARDENING
0,IS_GROWN_IN,82,PLANTED_IN,PLANTED_IN,THIS_APPEARS_TO_BE_A_LIST_OF_RELATIONSHIPS_OR_PREDICATES_EXTRACTED_FROM_A_TEXT_LIKELY_RELATED_TO_AGRICULTURE_OR_GARDENING
0,IS_COVERED_WITH,39,PLANTED_IN,PLANTED_IN,THIS_APPEARS_TO_BE_A_LIST_OF_RELATIONSHIPS_OR_PREDICATES_EXTRACTED_FROM_A_TEXT_LIKELY_RELATED_TO_AGRICULTURE_OR_GARDENING
0,GROWS_IN,29,PLANTED_IN,PLANTED_IN,THIS_APPEARS_TO_BE_A_LIST_OF_RELATIONSHIPS_OR_PREDICATES_EXTRACTED_FROM_A_TEXT_LIKELY_RELATED_TO_AGRICULTURE_OR_GARDENING
0,TREATED_WITH,20,PLANTED_IN,PLANTED_IN,THIS_APPEARS_TO_BE_A_LIST_OF_RELATIONSHIPS_OR_PREDICATES_EXTRACTED_FROM_A_TEXT_LIKELY_RELATED_TO_AGRICULTURE_OR_GARDENING
0,USED_WITH,19,PLANTED_IN,PLANTED_IN,THIS_APPEARS_TO_BE_A_LIST_OF_RELATIONSHIPS_OR_PREDICATES_EXTRACTED_FROM_A_TEXT_LIKELY_RELATED_TO_AGRICULTURE_OR_GARDENING
0,REQUIRES,18,PLANTED_IN,PLANTED_IN,THIS_APPEARS_TO_BE_A_LIST_OF_RELATIONSHIPS_OR_PREDICATES_EXTRACTED_FROM_A_TEXT_LIKELY_RELATED_TO_AGRICULTURE_OR_GARDENING
0,CAN_BE_SOWN_IN,16,PLANTED_IN,PLANTED_IN,THIS_APPEARS_TO_BE_A_LIST_OF_RELATIONSHIPS_OR_PREDICATES_EXTRACTED_FROM_A_TEXT_LIKELY_RELATED_TO_AGRICULTURE_OR_GARDENING
0,IS_LOCATED_IN,15,PLANTED_IN,PLANTED_IN,THIS_APPEARS_TO_BE_A_LIST_OF_RELATIONSHIPS_OR_PREDICATES_EXTRACTED_FROM_A_TEXT_LIKELY_RELATED_TO_AGRICULTURE_OR_GARDENING
0,MENTIONED_ALONGSIDE,15,PLANTED_IN,PLANTED_IN,THIS_APPEARS_TO_BE_A_LIST_OF_RELATIONSHIPS_OR_PREDICATES_EXTRACTED_FROM_A_TEXT_LIKELY_RELATED_TO_AGRICULTURE_OR_GARDENING
